/ Dataset:E:\data\storage\2\5\1\4\0003\Acoustic properties (Vp, Vs, density) - CSV - Point Data.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,Access_Num,Sample_Num,District,Mode,Wet_Dry,Comments,Rock_type,Latitude,Longitude,Prop_Dir,Vib_Dir,Density,V_10,V_20,V_40,V_60,V_80,V_100,V_200,V_400,V_600,V_800,V_1000
-101.88,54.7700000009,3722.0,,"Flin Flon, Manitoba",P,D,,Tonalite,54.8,-101.9,n.a.,n.a.,2.7,*,6.0,6.1,6.1,6.2,6.2,6.3,6.3,6.4,*,*,
-101.88,54.7700000009,3723.0,,"Flin Flon, Manitoba",P,D,,Tonalite,54.8,-101.9,n.a.,n.a.,2.7,5.8,5.8,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-101.88,54.7700000009,3724.0,,"Flin Flon, Manitoba",P,D,,Tonalite,54.8,-101.9,n.a.,n.a.,2.8,5.7,5.8,5.8,5.9,5.9,6.0,6.0,6.1,6.1,*,*,
-101.88,54.7700000009,3725.0,,"Flin Flon, Manitoba",S,D,,Tonalite,54.8,-101.9,n.a.,n.a.,2.8,*,3.5,3.5,3.6,3.6,3.6,3.6,3.7,3.7,*,*,
-101.88,54.7700000009,3726.0,,"Flin Flon, Manitoba",P,D,"15 cpy,5 po,80 chl,5 fs","Sulphide stringer",54.8,-101.9,n.a.,n.a.,3.3,*,6.1,6.3,6.4,6.4,6.5,6.5,6.6,6.6,*,*,
-101.88,54.7700000009,3727.0,,"Flin Flon, Manitoba",P,D,"85 po,5 cpy,5 py,5 qtz","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.2,*,4.8,5.0,5.0,5.1,5.1,5.2,5.2,5.2,*,*,
-101.88,54.7700000009,3728.0,,"Flin Flon, Manitoba",P,D,"85 py,15 sph","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.8,7.2,7.2,7.3,7.4,7.4,7.4,7.5,7.5,7.6,*,*,
-101.88,54.7700000009,3729.0,,"Flin Flon, Manitoba",P,D,"85 py.10 sph,5 qtz","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.6,6.7,6.8,6.9,7.0,7.0,7.0,7.2,7.2,7.3,*,*,
-101.88,54.7700000009,3730.0,,"Flin Flon, Manitoba",S,D,"85 py.10 sph,5 qtz","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.6,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.6,4.6,*,*,
-101.88,54.7700000009,3731.0,,"Flin Flon, Manitoba",P,D,"80 cpy,10 sph,10 py","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.3,5.3,5.5,5.5,5.6,5.6,5.7,5.7,5.8,5.8,*,*,
-101.88,54.7700000009,3732.0,,"Flin Flon, Manitoba",P,D,"75 po,15 cpy,5 py,5 qtz","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.0,4.8,4.8,4.9,5.0,5.0,5.1,5.2,5.2,5.2,*,*,
-101.88,54.7700000009,3733.0,,"Flin Flon, Manitoba",S,D,"75 po,15 cpy,5 py,5 qtz","Massive sulphide",54.8,-101.9,n.a.,n.a.,4.0,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,*,*,
-101.88,54.7700000009,3734.0,10xy,"Flin Flon, Manitoba",P,D,banding,Basalt,54.8,-101.9,pB,n.a.,2.9,6.2,6.2,6.3,6.3,6.3,6.4,6.5,6.5,6.5,*,*,
-101.88,54.7700000009,3735.0,10xy,"Flin Flon, Manitoba",S,D,banding,Basalt,54.8,-101.9,pB,n.a.,2.9,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,*,*,
-101.88,54.7700000009,3736.0,10z,"Flin Flon, Manitoba",P,D,banding,Basalt,54.8,-101.9,nB,n.a.,2.9,5.8,5.9,5.9,6.0,6.0,6.1,6.2,6.2,6.3,*,*,
-101.88,54.7700000009,3737.0,26xy,"Flin Flon, Manitoba",P,D,chl-bio,Schist,54.8,-101.9,pF,n.a.,2.9,*,6.8,6.8,6.9,6.9,6.9,7.0,7.0,7.0,*,*,
-101.88,54.7700000009,3738.0,26z,"Flin Flon, Manitoba",P,D,chl-bio,Schist,54.8,-101.9,nF,n.a.,2.8,*,6.2,6.2,6.3,6.3,6.3,6.4,6.5,6.5,*,*,
-101.88,54.7700000009,3739.0,32xy,"Flin Flon, Manitoba",P,D,"Qtz,fs-phyric,altered",Porphyry,54.8,-101.9,pB,n.a.,2.7,6.0,6.2,6.2,6.3,6.3,6.3,6.4,6.4,6.5,*,*,
-101.88,54.7700000009,3740.0,32z,"Flin Flon, Manitoba",P,D,"Qtz,fs-phyric,altered",Porphyry,54.8,-101.9,nB,n.a.,2.7,*,5.7,5.7,5.7,5.8,5.8,5.9,5.9,5.9,*,*,
-101.88,54.7700000009,3741.0,33xy,"Flin Flon, Manitoba",P,D,"Qtz,fs-phyric,altered",Porphyry,54.8,-101.9,pB,n.a.,2.8,5.8,6.0,6.1,6.1,6.1,6.2,6.2,6.3,6.3,*,*,
-101.88,54.7700000009,3742.0,33z,"Flin Flon, Manitoba",P,D,"Qtz,fs-phyric,altered",Porphyry,54.8,-101.9,nB,n.a.,2.8,*,5.4,5.5,5.5,5.6,5.6,5.7,5.8,5.8,*,*,
-101.88,54.7700000009,3743.0,55xy,"Flin Flon, Manitoba",P,D,"15 cpy;chl.basalt gangue","Sulphide stringer",54.8,-101.9,pF,n.a.,3.0,5.6,5.7,5.9,5.9,6.0,6.0,6.1,6.1,6.2,*,*,
-101.88,54.7700000009,3744.0,55z,"Flin Flon, Manitoba",P,D,"15 cpy;chl.basalt gangue","Sulphide stringer",54.8,-101.9,nF,n.a.,3.0,*,5.7,5.8,5.8,5.9,5.9,6.0,6.1,6.1,*,*,
-101.88,54.7700000009,3745.0,56xy,"Flin Flon, Manitoba",P,D,"20 cpy,10 po,30 chl,40 basalt","Sulphide stringer",54.8,-101.9,pF,n.a.,3.2,5.7,5.7,5.8,5.8,5.9,5.9,6.0,6.1,6.1,*,*,
-101.88,54.7700000009,3746.0,56z,"Flin Flon, Manitoba",P,D,"20 cpy,10 po,30 chl,40 basalt","Sulphide stringer",54.8,-101.9,nJ,n.a.,3.3,*,5.5,5.6,5.6,5.7,5.7,5.8,5.9,5.9,*,*,
-101.88,54.7700000009,3747.0,57.1xy,"Flin Flon, Manitoba",P,D,"50 py, 50 sph","Massive sulphide",54.8,-101.9,pB,n.a.,4.3,*,5.6,5.6,5.7,5.7,5.8,5.9,5.9,5.9,*,*,
-101.88,54.7700000009,3748.0,57.1xy,"Flin Flon, Manitoba",S,D,"50 py, 50 sph","Massive sulphide",54.8,-101.9,pB,n.a.,4.3,*,2.9,3.1,3.1,3.1,3.1,3.2,3.2,3.2,*,*,
-101.88,54.7700000009,3749.0,57.1z,"Flin Flon, Manitoba",P,D,"50 py, 50 sph","Massive sulphide",54.8,-101.9,nB,n.a.,4.3,*,5.5,5.6,5.7,5.8,5.8,5.8,5.9,5.9,*,*,
-101.88,54.7700000009,3750.0,57.2z,"Flin Flon, Manitoba",P,D,"50 py, 50 sph","Massive sulphide",54.8,-101.9,nB,n.a.,4.4,5.6,5.7,5.8,5.9,5.9,5.9,6.0,6.0,6.0,*,*,
-101.88,54.7700000009,3751.0,61xy,"Flin Flon, Manitoba",P,D,"85 py.10 qtz,5 qtz,trace cpy","Massive sulphide",54.8,-101.9,pB,n.a.,4.4,6.5,6.6,6.8,6.9,7.0,7.0,7.1,7.1,7.2,*,*,
-101.88,54.7700000009,3752.0,61z,"Flin Flon, Manitoba",P,D,"85 py.10 qtz,5 qtz,trace cpy","Massive sulphide",54.8,-101.9,nB,n.a.,4.3,6.2,6.3,6.4,6.5,6.5,6.5,6.6,6.7,6.7,*,*,
-101.5,55.0000000009,3753.0,TL-1,"Flin Flon, Manitoba",P,D,"80 py, 20 sph","Massive sulphide",55.0,-101.5,n.a.,n.a.,4.6,*,*,7.0,7.0,7.0,7.1,7.2,7.2,7.2,*,*,
-101.5,55.0000000009,3754.0,TL-2,"Flin Flon, Manitoba",P,D,"40 sph, 30 py, 30 cpy","Massive sulphide",55.0,-101.5,n.a.,n.a.,4.1,5.4,5.7,5.9,6.0,6.0,6.0,6.0,6.1,6.1,*,*,
-101.5,55.0000000009,3755.0,TL-3,"Flin Flon, Manitoba",P,D,"80 cpy, 5 po, 15 gangue","Massive sulphide",55.0,-101.5,n.a.,n.a.,4.0,*,5.0,5.2,5.2,5.2,5.3,5.4,5.4,5.4,*,*,
-101.5,55.0000000009,3756.0,TL-4,"Flin Flon, Manitoba",P,D,"90 sph, 10 py","Massive sulphide",55.0,-101.5,n.a.,n.a.,3.8,5.3,5.3,5.4,5.5,5.5,5.5,5.6,5.6,5.7,*,*,
-101.5,55.0000000009,3757.0,TL-5,"Flin Flon, Manitoba",P,D,"85 sph, 5 cpy, 10 gangue","Massive sulphide",55.0,-101.5,n.a.,n.a.,3.7,5.1,5.3,5.4,5.5,5.5,5.5,5.6,5.6,5.6,*,*,
-101.5,55.0000000009,3758.0,TL-6xy,"Flin Flon, Manitoba",P,D,,Argillite,55.0,-101.5,pF,n.a.,2.7,*,*,6.5,6.5,6.5,6.5,6.6,6.7,6.7,*,*,
-101.5,55.0000000009,3759.0,TL-6z,"Flin Flon, Manitoba",P,D,,Argillite,55.0,-101.5,nF,n.a.,2.7,*,5.2,5.2,5.3,5.3,5.3,5.4,5.5,5.5,*,*,
-101.5,55.0000000009,3760.0,TL-7xy,"Flin Flon, Manitoba",P,D,,Argillite,55.0,-101.5,pF,n.a.,2.7,6.2,6.2,6.3,6.3,6.3,6.4,6.4,6.5,6.5,*,*,
-101.5,55.0000000009,3761.0,TL-7z,"Flin Flon, Manitoba",P,D,,Argillite,55.0,-101.5,nF,n.a.,2.7,*,*,5.5,5.5,5.6,5.6,5.7,5.8,5.8,*,*,
-101.5,55.0000000009,3762.0,TL-8xy,"Flin Flon, Manitoba",P,D,,Greywacke,55.0,-101.5,pBed,n.a.,2.8,*,*,6.4,6.4,6.5,6.5,6.5,6.6,6.6,*,*,
-101.5,55.0000000009,3763.0,TL-8z,"Flin Flon, Manitoba",P,D,,Greywacke,55.0,-101.5,nBed,n.a.,2.8,5.1,5.2,5.3,5.4,5.4,5.4,5.5,5.6,5.7,*,*,
-101.5,55.0000000009,3764.0,TL-9xy,"Flin Flon, Manitoba",P,D,"carbonate stringers",Greywacke,55.0,-101.5,pB,n.a.,2.8,*,6.2,6.3,6.3,6.3,6.4,6.4,6.4,6.5,*,*,
-101.5,55.0000000009,3765.0,TL-9z,"Flin Flon, Manitoba",P,D,"carbonate stringers",Greywacke,55.0,-101.5,nB,n.a.,2.8,5.8,5.8,5.8,5.8,5.9,5.9,5.9,6.0,6.0,*,*,
-101.5,55.0000000009,3766.0,TL-10xy,"Flin Flon, Manitoba",P,D,"fault zone","Graphitic argillite",55.0,-101.5,pF,n.a.,2.6,*,*,*,*,*,4.5,4.6,4.6,4.7,*,*,
-101.5,55.0000000009,3767.0,TL-11,"Flin Flon, Manitoba",P,D,"fine to med grained",Gabbro,55.0,-101.5,n.a.,n.a.,2.9,*,6.3,6.4,6.4,6.4,6.5,6.5,6.6,6.6,*,*,
-101.5,55.0000000009,3768.0,TL-12,"Flin Flon, Manitoba",P,D,"fine grained",Gabbro,55.0,-101.5,n.a.,n.a.,2.8,6.3,6.3,6.3,6.4,6.4,6.4,6.5,6.5,6.5,*,*,
-101.5,55.0000000009,3769.0,TL-13,"Flin Flon, Manitoba",P,D,"v.coarse grained",Gabbro,55.0,-101.5,n.a.,n.a.,2.9,5.9,6.2,6.4,6.5,6.5,6.6,6.7,6.7,6.7,*,*,
-101.5,55.0000000009,3770.0,TL-14xy,"Flin Flon, Manitoba",P,D,"fine grained",Gabbro,55.0,-101.5,pF,n.a.,2.7,6.3,6.5,6.7,6.8,6.8,6.8,6.8,6.9,6.9,*,*,
-101.5,55.0000000009,3771.0,TL-14z,"Flin Flon, Manitoba",P,D,,Gabbro,55.0,-101.5,nF,n.a.,2.8,5.4,5.5,5.6,5.7,5.7,5.7,5.8,5.9,5.9,*,*,
-101.5,55.0000000009,3772.0,TL-15xy,"Flin Flon, Manitoba",P,D,"fragmental; sericitic, qtz phyric",Rhyolite,55.0,-101.5,pB,n.a.,2.7,5.5,5.9,6.1,6.1,6.1,6.2,6.2,6.3,6.3,*,*,
-101.5,55.0000000009,3773.0,TL-15z,"Flin Flon, Manitoba",P,D,"fragmental; sericitic, qtz phyric",Rhyolite,55.0,-101.5,nB,n.a.,2.7,5.5,5.6,5.8,5.9,5.9,5.9,6.0,6.0,6.0,*,*,
-101.5,55.0000000009,3774.0,TL-16xy,"Flin Flon, Manitoba",P,D,"sericitic, qtz phyric",Rhyolite,55.0,-101.5,pB,n.a.,2.7,*,6.4,6.5,6.6,6.6,6.7,6.8,6.9,6.9,*,*,
-101.5,55.0000000009,3775.0,TL-16z,"Flin Flon, Manitoba",P,D,"sericitic, qtz phyric",Rhyolite,55.0,-101.5,nB,n.a.,2.7,*,5.3,5.3,5.4,5.4,5.5,5.5,5.6,5.6,*,*,
-101.5,55.0000000009,3776.0,TL-17xy,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,pB,n.a.,2.7,6.0,6.1,6.2,6.3,6.3,6.4,6.5,6.5,6.6,*,*,
-101.5,55.0000000009,3777.0,TL-17z,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,nB,n.a.,2.7,5.2,5.5,5.6,5.6,5.7,5.7,5.7,5.8,5.8,*,*,
-101.5,55.0000000009,3778.0,TL-18xy,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,pB,n.a.,2.7,*,6.3,6.4,6.4,6.4,6.5,6.5,6.6,6.6,*,*,
-101.5,55.0000000009,3779.0,TL-18z,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,nB,n.a.,2.7,*,6.2,6.2,6.2,6.2,6.2,6.3,6.4,6.4,*,*,
-101.5,55.0000000009,3780.0,TL-19xy,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,pF,n.a.,2.8,*,6.1,6.2,6.3,6.3,6.4,6.5,6.5,6.5,*,*,
-101.5,55.0000000009,3781.0,TL-19z,"Flin Flon, Manitoba",P,D,"chloritic, qtz phyric",Rhyolite,55.0,-101.5,nF,n.a.,2.8,*,5.7,5.8,5.8,5.9,5.9,6.0,6.0,6.0,*,*,
-101.5,55.0000000009,3782.0,TL-20xy,"Flin Flon, Manitoba",P,D,"100 py","Massive pyrite",55.0,-101.5,pB,n.a.,4.7,*,7.3,7.5,7.5,7.6,7.6,7.7,7.7,7.8,*,*,
-101.5,55.0000000009,3783.0,TL-20z,"Flin Flon, Manitoba",P,D,"100 py","Massive pyrite",55.0,-101.5,nB,n.a.,4.7,*,7.3,7.3,7.4,7.4,7.5,7.5,7.6,7.6,*,*,
-101.88,54.7700000009,3784.0,CL-2A,"Flin Flon, Manitoba",P,D,"95 sph, 5 cpy","Massive sphalerite",54.8,-101.9,n.a.,n.a.,4.0,*,5.0,5.3,5.4,5.4,5.4,5.5,5.5,5.6,*,*,
-101.88,54.7700000009,3785.0,CL-2B,"Flin Flon, Manitoba",P,D,"95 sph, 5 cpy","Massive sphalerite",54.8,-101.9,n.a.,n.a.,4.0,4.6,5.1,5.2,5.3,5.3,5.3,5.4,5.4,5.5,*,*,
-101.88,54.7700000009,3786.0,CL-4A,"Flin Flon, Manitoba",P,D,"98 sph, 2 cpy","Massive sphalerite",54.8,-101.9,n.a.,n.a.,3.9,5.0,5.1,5.2,5.2,5.2,5.3,5.3,5.4,5.4,*,*,
-101.88,54.7700000009,3787.0,CL-4B,"Flin Flon, Manitoba",P,D,"98 sph, 2 cpy","Massive sphalerite",54.8,-101.9,n.a.,n.a.,3.9,*,5.3,5.3,5.4,5.4,5.4,5.5,5.5,5.5,*,*,
-101.88,54.7700000009,3788.0,CL-5A,"Flin Flon, Manitoba",P,D,"90 sph, 10 py ","Massive sphalerite",54.8,-101.9,n.a.,n.a.,3.8,*,*,5.8,6.0,6.1,6.2,6.2,6.3,6.3,*,*,
-101.88,54.7700000009,3789.0,CL-5B,"Flin Flon, Manitoba",P,D,"50 sph, 50 py","Massive sulphides",54.8,-101.9,n.a.,n.a.,3.9,5.4,2.8,6.0,6.1,6.2,6.3,6.4,6.4,6.5,*,*,
-101.88,54.7700000009,3790.0,CL-5C,"Flin Flon, Manitoba",P,D,"50 sph, 50 py","Massive sulphides",54.8,-101.9,n.a.,n.a.,3.9,*,5.9,6.0,6.1,6.1,6.2,6.3,6.3,6.4,*,*,
-101.88,54.7700000009,3791.0,CL-6,"Flin Flon, Manitoba",P,D,"65 py, 15 sph, 20 qtz","Massive sulphides",54.8,-101.9,n.a.,n.a.,3.8,*,6.3,6.4,6.5,6.5,5.6,6.3,6.8,6.9,*,*,
-101.88,54.7700000009,3792.0,CL-7,"Flin Flon, Manitoba",P,D,"35 cpy, 5 sph, 60 gangue","Chalcopyrite stringer",54.8,-101.9,n.a.,n.a.,3.3,*,*,*,*,*,*,6.8,6.8,6.8,*,*,
-101.88,54.7700000009,3793.0,CL-8,"Flin Flon, Manitoba",P,D,"40 cpy, 60 gangue","Chalcopyrite stringer",54.8,-101.9,n.a.,n.a.,3.3,*,6.2,6.4,6.5,6.7,6.7,6.8,6.9,6.9,*,*,
-101.88,54.7700000009,3794.0,CL-9A,"Flin Flon, Manitoba",P,D,"80 chlor, 20 amph",Chlorite,54.8,-101.9,n.a.,n.a.,3.1,6.0,6.2,6.4,6.4,6.5,6.5,6.6,6.7,6.8,*,*,
-101.88,54.7700000009,3795.0,CL-9B,"Flin Flon, Manitoba",P,D,"80 chlor, 20 amph",Chlorite,54.8,-101.9,n.a.,n.a.,3.0,*,*,6.5,6.6,6.6,6.7,6.8,6.9,6.9,*,*,
-101.88,54.7700000009,3796.0,CL-10x,"Flin Flon, Manitoba",P,D,"80 chlor, 15 amph, 5 py",Chlorite,54.8,-101.9,pFpL,n.a.,3.1,6.5,6.8,7.2,7.3,7.3,7.4,7.4,7.5,7.5,*,*,
-101.88,54.7700000009,3797.0,CL-10y,"Flin Flon, Manitoba",P,D,"80 chlor, 15 amph, 5 py",Chlorite,54.8,-101.9,pFnL,n.a.,3.1,6.7,6.8,6.9,7.0,6.8,7.0,7.1,7.2,7.2,*,*,
-101.88,54.7700000009,3798.0,CL-10z,"Flin Flon, Manitoba",P,D,"80 chlor, 15 amph, 5 py",Chlorite,54.8,-101.9,nF,n.a.,3.1,6.0,6.1,6.6,6.4,6.4,6.5,6.6,6.8,6.8,*,*,
-101.88,54.7700000009,3799.0,CL-11x,"Flin Flon, Manitoba",P,D,"70 ser, 30 qtz","Sericite schist",54.8,-101.9,pFpL,n.a.,2.8,*,*,*,*,7.0,7.0,7.2,7.3,7.3,*,*,
-101.88,54.7700000009,3800.0,CL-11y,"Flin Flon, Manitoba",P,D,"70 ser, 30 qtz","Sericite schist",54.8,-101.9,pFnL,n.a.,2.9,*,*,6.4,6.4,6.5,6.5,6.7,6.8,6.8,*,*,
-101.88,54.7700000009,3801.0,CL-11z,"Flin Flon, Manitoba",P,D,"70 ser, 30 qtz","Sericite schist",54.8,-101.9,nF,n.a.,2.9,*,*,6.3,6.4,6.4,6.4,6.5,6.6,6.7,*,*,
-101.88,54.7700000009,3802.0,CL-12x,"Flin Flon, Manitoba",P,D,"100 ser","Sericite schist",54.8,-101.9,pFpL,n.a.,2.9,6.6,6.7,6.9,7.0,7.1,7.1,7.2,7.3,7.3,*,*,
-101.88,54.7700000009,3803.0,CL-12y,"Flin Flon, Manitoba",P,D,"100 ser","Sericite schist",54.8,-101.9,pFnL,n.a.,2.8,*,*,*,*,6.9,7.0,7.1,7.1,7.2,*,*,
-101.88,54.7700000009,3804.0,CL-12z,"Flin Flon, Manitoba",P,D,"100 ser","Sericite schist",54.8,-101.9,nF,n.a.,2.8,*,*,*,*,*,*,6.1,6.2,6.2,*,*,
-101.88,54.7700000009,3805.0,CL-13x,"Flin Flon, Manitoba",P,D,"45 ser,20 qtz, 20 sph, 15 py","Sericite schist",54.8,-101.9,pFpL,n.a.,3.1,*,6.3,6.4,6.5,6.6,6.6,6.8,6.9,6.9,*,*,
-101.88,54.7700000009,3806.0,CL-13y,"Flin Flon, Manitoba",P,D,"45 ser,20 qtz, 20 sph, 15 py","Sericite schist",54.8,-101.9,pFnL,n.a.,2.9,5.8,5.9,6.1,6.2,6.3,6.4,6.5,6.6,6.7,*,*,
-101.88,54.7700000009,3807.0,CL-13z,"Flin Flon, Manitoba",P,D,"45 ser,20 qtz, 20 sph, 15 py","Sericite schist",54.8,-101.9,nF,n.a.,3.1,*,*,*,*,*,*,5.1,5.2,5.2,*,*,
-101.88,54.7700000009,3808.0,CL-14x,"Flin Flon, Manitoba",P,D,"60 qtz, 30 ser, 5 sph, 5 py","Quartz mica schist",54.8,-101.9,pFpL,n.a.,3.1,*,*,6.1,6.2,6.2,6.2,6.3,6.4,6.4,*,*,
-101.88,54.7700000009,3809.0,CL-14y,"Flin Flon, Manitoba",P,D,"60 qtz, 30 ser, 5 sph, 5 py","Quartz mica schist",54.8,-101.9,pFnL,n.a.,3.1,*,*,5.8,5.9,6.0,6.0,6.1,6.1,6.1,*,*,
-101.88,54.7700000009,3810.0,CL-14z,"Flin Flon, Manitoba",P,D,"60 qtz, 30 ser, 5 sph, 5 py","Quartz mica schist",54.8,-101.9,nF,n.a.,3.1,*,*,5.3,5.4,5.4,5.5,5.6,5.7,5.7,*,*,
-81.33,46.5000000009,356.0,85547-2,"Sudbury, Ont.",S,D,"weak;ly foliated",Granite,46.5,-81.3,n.a,n.a,2.7,*,*,*,3.6,3.6,3.6,3.7,3.7,3.7,*,*,
-81.2,46.4700000009,357.0,85547-2,"Sudbury, Ont.",P,D,"weakly foliated",Granite,46.5,-81.2,n.a.,n.a.,2.7,*,*,5.9,6.0,6.1,6.1,6.2,6.3,6.3,*,*,
-81.2,46.4700000009,358.0,85547-4,"Sudbury, Ont.",P,D,"weakly foliated",Granite,46.5,-81.2,n.a.,n.a.,2.7,5.4,5.7,6.0,6.1,6.1,6.2,6.2,6.3,6.3,*,*,
-81.33,46.5000000009,380.0,Inco-10A-1,"Sudbury, Ont.",S,D,"po 85, cpy 5, int. gneiss 10","Pyrrhotite ore",46.5,-81.3,n.a,n.a,4.5,2.7,2.7,2.8,2.8,2.8,2.9,2.9,2.9,2.9,*,*,
-81.2,46.4700000009,381.0,Inco-10A-1,"Sudbury, Ont.",P,D,"85 po,5 cpy,10 int.gneiss","Pyrrhotite ore",46.5,-81.2,n.a.,n.a.,4.5,*,4.8,4.9,4.9,4.9,5.0,5.0,5.0,5.1,*,*,
-81.33,46.5000000009,382.0,Inco-10A-2,"Sudbury, Ont.",S,D,,"Intermediate gneiss",46.5,-81.3,n.a,n.a,2.8,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,*,*,
-81.2,46.4700000009,383.0,Inco-10A-2,"Sudbury, Ont.",P,D,,"Intermediate gneiss",46.5,-81.2,n.a.,n.a.,2.8,*,6.2,6.2,6.3,6.3,6.3,6.4,6.5,6.5,*,*,
-81.2,46.4700000009,384.0,Inco-10B-1,"Sudbury, Ont.",P,D,"50 po,50 int.gneiss,trace cpy","Pyrrhotite ore",46.5,-81.2,n.a.,n.a.,3.8,5.4,5.4,5.5,5.5,5.5,5.6,5.6,5.7,5.7,*,*,
-81.2,46.4700000009,385.0,Inco-10B-2,"Sudbury, Ont.",P,D,"70 po,30 int.gneiss, trace cpy","Pyrrhotite ore",46.5,-81.2,n.a.,n.a.,4.0,*,5.2,5.3,5.3,5.4,5.4,5.4,5.5,5.5,*,*,
-81.33,46.5000000009,386.0,Inco-10B-2,"Sudbury, Ont.",S,D,"po 70, int. gneiss 30, trace cpy","Pyrrhotite ore",46.5,-81.3,n.a,n.a,4.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,*,*,
-81.2,46.4700000009,387.0,Inco-10C-1,"Sudbury, Ont.",P,D,"30 cpy,70 granite","Chalcopyrite ore",46.5,-81.2,n.a.,n.a.,3.4,5.3,5.7,5.8,5.8,5.8,5.9,5.9,6.0,6.0,*,*,
-81.33,46.5000000009,388.0,Inco-10C-1,"Sudbury, Ont.",S,D,"cpy 30, granite 70","Chalcopyrite ore",46.5,-81.3,n.a,n.a,3.4,*,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.3,*,*,
-81.33,46.5000000009,389.0,Inco-10C-2,"Sudbury, Ont.",S,D,"po 70, granite 30","Pyrrhotite ore",46.5,-81.3,n.a,n.a,3.5,*,*,3.3,3.3,3.4,3.4,3.4,3.4,3.4,*,*,
-81.2,46.4700000009,390.0,Inco-10C-2,"Sudbury, Ont.",P,D,"30 po,70 granite","Pyrrhotite ore",46.5,-81.2,n.a.,n.a.,3.5,*,*,5.7,5.7,5.8,5.8,5.9,5.9,5.9,*,*,
-81.33,46.5000000009,391.0,Inco-10C-4,"Sudbury, Ont.",S,D,"cpy 20, granite 80","Chalcopyrite ore",46.5,-81.3,n.a,n.a,3.0,*,3.2,3.3,3.4,3.4,3.4,3.4,3.5,3.5,*,*,
-81.2,46.4700000009,392.0,Inco-10C-4,"Sudbury, Ont.",P,D,"20 cpy,80 granite","Chalcopyrite ore",46.5,-81.2,n.a.,n.a.,3.0,5.4,5.8,5.9,6.0,6.0,6.0,6.1,6.1,6.2,*,*,
-81.2,46.4700000009,393.0,Inco-10D-1,"Sudbury, Ont.",P,D,"trace cpy","Mafic gneiss",46.5,-81.2,n.a.,n.a.,2.8,5.9,6.1,6.2,6.2,6.2,6.2,6.3,6.4,6.4,*,*,
-81.33,46.5000000009,394.0,Inco-10D-1,"Sudbury, Ont.",S,D,"trace cpy","Mafic gneiss",46.5,-81.3,n.a,n.a,2.8,*,3.4,3.5,3.5,3.5,3.6,3.6,3.6,3.6,*,*,
-81.33,46.5000000009,395.0,Inco-10D-2,"Sudbury, Ont.",S,D,"po 20, cpy 5, int. gneiss 75","Pyrrhotite ore",46.5,-81.3,n.a,n.a,3.4,*,*,3.4,3.4,3.4,3.4,3.4,3.4,3.5,*,*,
-81.2,46.4700000009,396.0,Inco-10D-2,"Sudbury, Ont.",P,D,"po 20, cpy 5, int. gneiss 75","Pyrrhotite ore",46.5,-81.2,n.a.,n.a.,3.4,*,5.9,5.9,5.9,6.0,6.0,6.0,6.1,6.1,*,*,
-81.2,46.4700000009,397.0,Inco-10(2)-1,"Sudbury, Ont.",P,D,"99 niccolite","Niccolite ore",46.5,-81.2,n.a.,n.a.,7.5,*,*,4.8,4.9,4.9,5.0,5.0,5.1,5.1,*,*,
-81.2,46.4700000009,398.0,Inco-10(2)-1,"Sudbury, Ont.",P,D,"50 nic,50 chl mafic","Niccolite ore",46.5,-81.2,n.a.,n.a.,5.7,*,*,5.5,5.6,5.7,5.7,5.9,6.0,6.0,*,*,
-81.33,46.5000000009,399.0,Inco-10(2)-2,"Sudbury, Ont.",S,D,"nic 50, gangue 50 (chl, mafic)","Niccolite ore",46.5,-81.3,n.a,n.a,5.7,*,*,*,*,2.4,2.4,2.4,2.4,2.4,*,*,
-81.33,46.5000000009,400.0,Inco-10(2)-3,"Sudbury, Ont.",S,D,"nic 60, gangue 40","Niccolite ore",46.5,-81.3,n.a,n.a,5.9,*,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.4,*,*,
