/ Dataset:E:\data\storage\3\5\1\4\0003\Densities and Magnetic Susceptibilities - CSV - Point Data - 08JUL2014.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-74.8182596,58.987559806,,2-MP,*,*,,,*,,0.0,59.0,-74.8,*,
-74.8182596,58.987559806,,2-MP,*,*,,,*,,0.0,59.0,-74.8,*,
-74.54732244,58.9585326693,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.5466123922,58.9573226588,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.5108497976,58.9541831468,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.5320913359,58.9568428741,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.5281011978,58.9114320628,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.5281011978,58.9114320628,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.5762547055,58.9087314452,,2-MP,*,*,,,*,,0.0,58.9,-74.6,*,
-74.6844544544,58.9025405975,,2-MP,*,*,,,*,,0.0,58.9,-74.7,*,
-74.549862776,58.9123918195,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.561543625,58.9123416782,,2-MP,*,*,,,*,,0.1,58.9,-74.6,*,
-74.6844544544,58.9025405975,,2-MP,*,*,,,*,,0.0,58.9,-74.7,*,
-74.6844544544,58.9025405975,,2-MP,*,*,,,*,,0.0,58.9,-74.7,*,
-74.7641223825,58.923099798,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7641223825,58.923099798,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7641223825,58.923099798,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7691728531,58.9220097223,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7694028753,58.9219997192,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7691728531,58.9220097223,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7694028753,58.9219997192,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7773136124,58.920429603,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.5442123592,58.9142619212,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.7822240327,58.9177795211,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.7822240327,58.9177795211,,2-MP,*,*,,,*,,0.0,58.9,-74.8,*,
-74.4929986278,58.9169226027,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.5050796844,58.8652613698,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.5032695529,58.865351387,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.3249445695,58.966494154,,2-MP,*,*,,,*,,0.0,59.0,-74.3,*,
-74.2514080803,58.9363846068,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.4522755386,58.9521139859,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.4679666717,58.9548038138,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.403612007,58.9488446246,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.4324540934,58.9525342954,,2-MP,*,*,,,*,,0.0,59.0,-74.4,*,
-74.364078685,58.9068724399,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.39391134,58.9132121671,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.39391134,58.9132121671,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.3963115582,58.9129421319,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.4025020666,58.9125835975,,2-MP,*,*,,,*,,0.2,58.9,-74.4,*,
-74.3162846918,58.8784724339,,2-MP,*,*,,,*,,0.4,58.9,-74.3,*,
-74.3932414329,58.8783216288,,2-MP,*,*,,,*,,0.1,58.9,-74.4,*,
-74.283041727,58.8824228738,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.2931626326,58.8811627366,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.2802408603,58.9277939823,,2-MP,*,*,,,*,,0.1,58.9,-74.3,*,
-74.2998126461,58.9284237231,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.3112536751,58.9302236016,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.3112536751,58.9302236016,,2-MP,*,*,,,*,,0.2,58.9,-74.3,*,
-74.3937613263,58.9132321694,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.2111145467,58.9267149165,,2-MP,*,*,,,*,,0.0,58.9,-74.2,*,
-74.3937613263,58.9132321694,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.3245550166,58.9182731674,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.3243649991,58.9183031705,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.370389437,58.8774718523,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.2106556534,58.8674632191,,2-MP,*,*,,,*,,0.0,58.9,-74.2,*,
-74.242898437,58.8681429262,,2-MP,*,*,,,*,,0.1,58.9,-74.2,*,
-74.4442052652,58.8671919331,,2-MP,*,*,,,*,,0.1,58.9,-74.4,*,
-74.3714095534,58.8730917662,,2-MP,*,*,paragneiss,,*,,0.0,58.9,-74.4,*,
-74.2338376453,58.8684730229,,2-MP,*,*,,,*,,0.0,58.9,-74.2,*,
-74.4563361603,58.8628917228,,2-MP,*,*,,,*,,0.0,58.9,-74.5,*,
-74.3717095547,58.8771118324,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.3246054351,58.8770223173,,2-MP,*,*,,,*,,0.0,58.9,-74.3,*,
-74.3597985168,58.8765519453,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.4091926911,58.8766225003,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.4275840268,58.8761123155,,2-MP,*,*,,,*,,0.0,58.9,-74.4,*,
-74.5468124054,59.0269731405,,2-MP,*,*,granite_gneiss,,*,,0.1,59.0,-74.5,*,
-74.5805653419,59.0752735853,,2-MP,*,*,,,*,,0.0,59.1,-74.6,*,
-74.5564130617,59.0158728955,,2-MP,*,*,,,*,,0.0,59.0,-74.6,*,
-74.5700740602,59.013432775,,2-MP,*,*,,,*,,0.0,59.0,-74.6,*,
-74.57666457,59.0161227744,,2-MP,*,*,,,*,,0.0,59.0,-74.6,*,
-74.3642274682,59.0555445578,,2-MP,*,*,paragneiss,,*,,0.0,59.1,-74.4,*,
-74.3837797413,59.0259939117,,2-MP,*,*,,,*,,0.0,59.0,-74.4,*,
-74.3837797413,59.0259939117,,2-MP,*,*,,,*,,0.0,59.0,-74.4,*,
-74.3909004437,59.027113889,,2-MP,*,*,,,*,,0.0,59.0,-74.4,*,
-74.488017981,59.072984535,,2-MP,*,*,,,*,,0.0,59.1,-74.5,*,
-74.192799699,59.0673051452,,2-MP,*,*,,,*,,0.1,59.1,-74.2,*,
-74.4748369244,59.0836849142,,2-MP,*,*,,,*,,0.0,59.1,-74.5,*,
-74.4380839604,59.0870454196,,2-MP,*,*,,,*,,0.0,59.1,-74.4,*,
-74.4748369244,59.0836849142,,2-MP,*,*,,,*,,0.0,59.1,-74.5,*,
-74.4790072604,59.0816848224,,2-MP,*,*,,,*,,0.0,59.1,-74.5,*,
-74.4106221737,59.0224639733,,2-MP,*,*,,,*,,0.0,59.0,-74.4,*,
-74.4614659859,59.0219236216,,2-MP,*,*,,,*,,0.0,59.0,-74.5,*,
-74.2737489616,59.0145942642,,2-MP,*,*,,,*,,0.0,59.0,-74.3,*,
-74.3154630429,59.0174941206,,2-MP,*,*,,,*,,0.0,59.0,-74.3,*,
-74.3921200212,59.0932749486,,2-MP,*,*,,,*,,0.2,59.1,-74.4,*,
-74.1956487786,59.1112657715,,2-MP,*,*,,,*,,0.0,59.1,-74.2,*,
-74.2088901845,59.1088473117,,2-MP,*,*,,,*,,0.0,59.1,-74.2,*,
-74.1895778059,59.1279260363,,2-MP,*,*,,,*,,0.1,59.1,-74.2,*,
-76.5071329969,59.196394398,,2-MP,*,*,granite_gneiss,,*,,0.0,59.2,-76.5,*,
-76.2392299227,59.1984337876,,2-MP,*,*,granite,,*,,0.0,59.2,-76.2,*,
-76.2401199525,59.1988437908,,2-MP,*,*,qtz-fsp_gneiss,,*,,0.0,59.2,-76.2,*,
-76.7419942949,59.2018139135,,2-MP,*,*,granite,,*,,0.0,59.2,-76.7,*,
-76.389364569,59.2849835821,,2-MP,*,*,granite,,*,,0.0,59.3,-76.4,*,
-76.5754903984,59.3702276011,,2-MP,*,*,gabbro,,*,,0.0,59.4,-76.6,*,
-76.81339892,59.3707232573,,2-MP,*,*,granite,,*,,0.0,59.4,-76.8,*,
-76.1673742228,59.283632152,,2-MP,*,*,granulite,,*,,0.0,59.3,-76.2,*,
-76.1680442622,59.2833521396,,2-MP,*,*,amphibolite,,*,,0.1,59.3,-76.2,*,
-76.5728931413,59.287525214,,2-MP,*,*,amphibolite,,*,,0.0,59.3,-76.6,*,
-76.5723431133,59.2875852178,,2-MP,*,*,pyroxenite,,*,,0.0,59.3,-76.6,*,
-76.3200791036,59.364056858,,2-MP,*,*,granite,,*,,0.0,59.4,-76.3,*,
-76.5716730838,59.2875252186,,2-MP,*,*,gneiss,,*,,0.0,59.3,-76.6,*,
-76.7936328513,59.2889365643,,2-MP,*,*,granite,,*,,0.0,59.3,-76.8,*,
-76.5721230991,59.2876952219,,2-MP,*,*,granite,,*,,0.0,59.3,-76.6,*,
-76.0664619954,59.1968416634,,2-MP,*,*,granite_gneiss,,*,,0.0,59.2,-76.1,*,
-75.5321073196,59.1936864128,,2-MP,*,*,granite_gneiss,,*,,0.0,59.2,-75.5,*,
-75.6835343954,59.192448533,,2-MP,*,*,schist,,*,,0.0,59.2,-75.7,*,
-75.5323273327,59.1935064039,,2-MP,*,*,gabbro,,*,,0.1,59.2,-75.5,*,
-75.618201162,59.2016457468,,2-MP,*,*,paragneiss,,*,,0.0,59.2,-75.6,*,
-75.9564915702,59.3673838321,,2-MP,*,*,hb_gneiss,,*,,0.0,59.4,-76.0,*,
-75.9136193361,59.3709947522,,2-MP,*,*,granite,,*,,0.0,59.4,-75.9,*,
-76.08592802,59.3644261296,,2-MP,*,*,amphibolite,,*,,0.1,59.4,-76.1,*,
-76.0860280119,59.3648761479,,2-MP,*,*,granite_gneiss,,*,,0.0,59.4,-76.1,*,
-75.5758358604,59.2914583887,,2-MP,*,*,granite,,*,,0.0,59.3,-75.6,*,
-75.7605520725,59.3640724212,,2-MP,*,*,granite,,*,,0.0,59.4,-75.8,*,
-75.7600020497,59.3639724271,,2-MP,*,*,granite,,*,,0.0,59.4,-75.8,*,
-75.9177223031,59.285911202,,2-MP,*,*,granite,,*,,0.0,59.3,-75.9,*,
-75.8497392544,59.2800513089,,2-MP,*,*,paragneiss,,*,,0.4,59.3,-75.8,*,
-75.8486092083,59.279821303,,2-MP,*,*,paragneiss,,*,,0.1,59.3,-75.8,*,
-76.5029457933,59.6272638892,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-76.5,*,
-76.2923964406,59.6231327826,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-76.3,*,
-76.3571543763,59.5350809203,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.4,*,
-76.3125523218,59.5306613516,,2-MP,*,*,gabbro,,*,,0.1,59.5,-76.3,*,
-76.5022706931,59.5431230162,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.5,*,
-76.7035095624,59.5243535538,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.7,*,
-76.7131824745,59.458810998,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.7,*,
-75.7734421349,59.6273297187,,2-MP,*,*,Bt-schist,,*,,0.0,59.6,-75.8,*,
-75.7726521041,59.6271597114,,2-MP,*,*,granite,,*,,0.0,59.6,-75.8,*,
-75.9786715015,59.6280910814,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-76.0,*,
-76.0995869686,59.6261520143,,2-MP,*,*,gneiss,,*,,0.0,59.6,-76.1,*,
-75.5760627205,59.6242784442,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-75.6,*,
-75.8281984546,59.5403110719,,2-MP,*,*,gneiss,,*,,0.0,59.5,-75.8,*,
-75.6547200052,59.5403992683,,2-MP,*,*,gneiss,,*,,0.0,59.5,-75.7,*,
-75.8278784277,59.5406010937,,2-MP,*,*,gneiss,,*,,0.0,59.5,-75.8,*,
-76.0279578483,59.5424323939,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.0,*,
-75.8268538362,59.4053832743,,2-MP,*,*,granite,,*,,0.0,59.4,-75.8,*,
-75.8644035922,59.4569661607,,2-MP,*,*,paragneiss,,*,,0.0,59.5,-75.9,*,
-76.089914821,59.4530971023,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-76.1,*,
-76.0536730021,59.4539072219,,2-MP,*,*,migmatite,,*,,0.1,59.5,-76.1,*,
-75.2080212214,59.1978768002,,2-MP,*,*,granite,,*,,0.0,59.2,-75.2,*,
-75.4666616636,59.2629476945,,2-MP,*,*,,,*,,0.0,59.3,-75.5,*,
-75.4220019472,59.2039543865,,2-MP,*,*,diorite,,*,,0.0,59.2,-75.4,*,
-75.2563123611,59.2339149193,,2-MP,*,*,,,*,,0.0,59.2,-75.3,*,
-74.9676580287,59.19745242,,2-MP,*,*,gneiss,,*,,0.0,59.2,-75.0,*,
-74.9325151038,59.1747326353,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9404257591,59.1728024254,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9385656122,59.1747525108,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9080031901,59.1868734577,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9013126514,59.1872736113,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.941315854,59.17708251,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9112534428,59.1858433616,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-75.0517120526,59.2377039759,,2-MP,*,*,,,*,,0.0,59.2,-75.1,*,
-75.0501824703,59.2214531307,,2-MP,*,*,,,*,,0.0,59.2,-75.1,*,
-74.9401657217,59.1696323543,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9385555795,59.1686623636,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9293647703,59.1652724663,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.943025952,59.1665322218,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-74.9098030969,59.1662228842,,2-MP,*,*,gneiss,,*,,0.0,59.2,-74.9,*,
-74.9321250134,59.1660824307,,2-MP,*,*,,,*,,0.0,59.2,-74.9,*,
-75.4506405853,59.2705381359,,2-MP,*,*,,,*,,0.0,59.3,-75.5,*,
-75.4484203179,59.2744883555,,2-MP,*,*,,,*,,0.0,59.3,-75.4,*,
-75.3113097668,59.3683610626,,2-MP,*,*,granite_gneiss,,*,,0.0,59.4,-75.3,*,
-75.4734978557,59.3667428268,,2-MP,*,*,qtz-fsp_gneiss,,*,,0.0,59.4,-75.5,*,
-75.2700697294,59.3186992963,,2-MP,*,*,,,*,,0.0,59.3,-75.3,*,
-75.3335238256,59.2946775499,,2-MP,*,*,,,*,,0.2,59.3,-75.3,*,
-75.247168124,59.3310202395,,2-MP,*,*,,,*,,0.0,59.3,-75.2,*,
-75.2605590796,59.323349653,,2-MP,*,*,,,*,,0.0,59.3,-75.3,*,
-75.2914712654,59.3065384603,,2-MP,*,*,,,*,,0.1,59.3,-75.3,*,
-75.3335238256,59.2946775499,,2-MP,*,*,,,*,,0.0,59.3,-75.3,*,
-75.2914712654,59.3065384603,,2-MP,*,*,,,*,,0.0,59.3,-75.3,*,
-75.3324242455,59.2829670661,,2-MP,*,*,granite_gneiss,,*,,0.0,59.3,-75.3,*,
-74.854826011,59.2756159193,,2-MP,*,*,,,*,,0.0,59.3,-74.9,*,
-74.8759478192,59.2757256437,,2-MP,*,*,,,*,,0.0,59.3,-74.9,*,
-75.1457219513,59.3721390323,,2-MP,*,*,,,*,,0.1,59.4,-75.1,*,
-75.0883594776,59.373410258,,2-MP,*,*,,,*,,0.0,59.4,-75.1,*,
-75.0538376127,59.3866216472,,2-MP,*,*,,,*,,0.0,59.4,-75.1,*,
-74.9712023842,59.393828373,,2-MP,*,*,,,*,,0.0,59.4,-75.0,*,
-74.9792531807,59.3934381053,,2-MP,*,*,,,*,,0.0,59.4,-75.0,*,
-75.0840892942,59.3734903494,,2-MP,*,*,,,*,,0.0,59.4,-75.1,*,
-75.1022101264,59.3715198898,,2-MP,*,*,,,*,,0.0,59.4,-75.1,*,
-75.0034673699,59.3202388668,,2-MP,*,*,,,*,,0.1,59.3,-75.0,*,
-74.9274206285,59.3218168322,,2-MP,*,*,,,*,,0.0,59.3,-74.9,*,
-74.9172694382,59.3294173612,,2-MP,*,*,,,*,,0.0,59.3,-74.9,*,
-74.997537035,59.3193453223,,2-MP,*,*,,,*,,0.0,59.3,-75.0,*,
-74.9274206285,59.3218168322,,2-MP,*,*,,,*,,0.0,59.3,-74.9,*,
-74.8303317651,59.3237989315,,2-MP,*,*,,,*,,0.0,59.3,-74.8,*,
-75.0471895096,59.3145880149,,2-MP,*,*,,,*,,0.0,59.3,-75.0,*,
-75.0885815556,59.3093272795,,2-MP,*,*,,,*,,0.0,59.3,-75.1,*,
-74.9008168298,59.3589690414,,2-MP,*,*,granite_gneiss,,*,,0.0,59.4,-74.9,*,
-75.0840096325,59.3628298491,,2-MP,*,*,gneiss,,*,,0.0,59.4,-75.1,*,
-75.1220241013,59.2792756618,,2-MP,*,*,granite_gneiss,,*,,0.0,59.3,-75.1,*,
-75.122354111,59.2794456666,,2-MP,*,*,paragneiss,,*,,0.0,59.3,-75.1,*,
-74.9139909384,59.2797553093,,2-MP,*,*,granite_gneiss,,*,,0.0,59.3,-74.9,*,
-74.6989607622,59.1730042292,,2-MP,*,*,,,*,,0.0,59.2,-74.7,*,
-74.7126325328,59.1725638871,,2-MP,*,*,,,*,,0.0,59.2,-74.7,*,
-74.5265813837,59.1720759419,,2-MP,*,*,,,*,,0.0,59.2,-74.5,*,
-74.6249612647,59.1840462919,,2-MP,*,*,,,*,,0.0,59.2,-74.6,*,
-74.745975259,59.2630652079,,2-MP,*,*,,,*,,0.0,59.3,-74.7,*,
-74.5990072404,59.257396306,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.77611156,59.2037125449,,2-MP,*,*,,,*,,0.0,59.2,-74.8,*,
-74.7750413479,59.205312615,,2-MP,*,*,,,*,,0.0,59.2,-74.8,*,
-74.77611156,59.2037125449,,2-MP,*,*,,,*,,0.0,59.2,-74.8,*,
-74.7942026727,59.2315631617,,2-MP,*,*,,,*,,0.0,59.2,-74.8,*,
-74.7879419114,59.2306032433,,2-MP,*,*,,,*,,0.0,59.2,-74.8,*,
-74.7449864403,59.1619429342,,2-MP,*,*,,,*,,0.0,59.2,-74.7,*,
-74.7449864403,59.1619429342,,2-MP,*,*,,,*,,0.1,59.2,-74.7,*,
-74.730144674,59.167373375,,2-MP,*,*,,,*,,0.0,59.2,-74.7,*,
-74.730144674,59.167373375,,2-MP,*,*,,,*,,0.0,59.2,-74.7,*,
-74.3084898731,59.1732275782,,2-MP,*,*,,,*,,0.0,59.2,-74.3,*,
-74.445104215,59.1734374699,,2-MP,*,*,,,*,,0.0,59.2,-74.4,*,
-74.4276826743,59.1747778262,,2-MP,*,*,,,*,,0.0,59.2,-74.4,*,
-74.3529348006,59.1830370509,,2-MP,*,*,,,*,,0.0,59.2,-74.4,*,
-74.4782468172,59.2462574819,,2-MP,*,*,,,*,,0.0,59.2,-74.5,*,
-74.3632158118,59.2344973376,,2-MP,*,*,granite_gneiss,,*,,0.0,59.2,-74.4,*,
-74.2390016127,59.2265377684,,2-MP,*,*,,,*,,0.0,59.2,-74.2,*,
-74.4888180624,59.1668365231,,2-MP,*,*,granite,,*,,0.0,59.2,-74.5,*,
-74.1821369737,59.1343461672,,2-MP,*,*,,,*,,0.0,59.1,-74.2,*,
-74.174596323,59.1337061943,,2-MP,*,*,,,*,,0.0,59.1,-74.2,*,
-74.1590950488,59.1303462135,,2-MP,*,*,,,*,,0.0,59.1,-74.2,*,
-74.6175775094,59.3773839872,,2-MP,*,*,,,*,,0.0,59.4,-74.6,*,
-74.5423609726,59.3877807384,,2-MP,*,*,,,*,,0.0,59.4,-74.5,*,
-74.5500826835,59.2856877203,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.818700713,59.3237691716,,2-MP,*,*,,,*,,0.0,59.3,-74.8,*,
-74.7953051223,59.3958783337,,2-MP,*,*,,,*,,0.0,59.4,-74.8,*,
-74.6881841998,59.400032509,,2-MP,*,*,,,*,,0.1,59.4,-74.7,*,
-74.5720644499,59.29446761,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.6746055201,59.2986683854,,2-MP,*,*,,,*,,0.0,59.3,-74.7,*,
-74.5002884281,59.2873885382,,2-MP,*,*,,,*,,0.0,59.3,-74.5,*,
-74.5615229308,59.3490792399,,2-MP,*,*,,,*,,0.1,59.3,-74.6,*,
-74.5650238966,59.2908076266,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.5271307037,59.2882881494,,2-MP,*,*,qtz-fsp_gneiss,,*,,0.0,59.3,-74.5,*,
-74.5525821957,59.3497894457,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.6442919108,59.3012392965,,2-MP,*,*,,,*,,0.0,59.3,-74.6,*,
-74.3515446743,59.3699803717,,2-MP,*,*,granite_gneiss,,*,,0.0,59.4,-74.4,*,
-74.4871865369,59.3986524346,,2-MP,*,*,,,*,,0.0,59.4,-74.5,*,
-74.4086404767,59.3560227035,,2-MP,*,*,,,*,,0.0,59.4,-74.4,*,
-74.420281419,59.3560124535,,2-MP,*,*,,,*,,0.0,59.4,-74.4,*,
-75.1729476675,59.5352535635,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-75.2,*,
-75.4475203525,59.5403882671,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-75.4,*,
-75.2652645207,59.4572622817,,2-MP,*,*,pyroxenite,,*,,0.0,59.5,-75.3,*,
-75.4748644343,59.4608438283,,2-MP,*,*,granite,,*,,0.0,59.5,-75.5,*,
-75.3388864708,59.5049941177,,2-MP,*,*,,,*,,0.0,59.5,-75.3,*,
-75.1614897918,59.4543606443,,2-MP,*,*,amphibolite,,*,,0.0,59.5,-75.2,*,
-74.9175022056,59.5140828761,,2-MP,*,*,,,*,,0.1,59.5,-74.9,*,
-74.9440535563,59.5390133592,,2-MP,*,*,granite_gneiss,,*,,0.0,59.5,-74.9,*,
-75.000519999,59.5085346111,,2-MP,*,*,,,*,,0.0,59.5,-75.0,*,
-75.0116104898,59.5098245614,,2-MP,*,*,,,*,,0.0,59.5,-75.0,*,
-74.8999005865,59.5144032275,,2-MP,*,*,qtz-fsp_gneiss,,*,,0.0,59.5,-74.9,*,
-75.0616865356,59.4239492983,,2-MP,*,*,,,*,,0.0,59.4,-75.1,*,
-75.0402756693,59.4227591911,,2-MP,*,*,,,*,,0.1,59.4,-75.0,*,
-74.9198047684,59.4574403887,,2-MP,*,*,,,*,,0.0,59.5,-74.9,*,
-75.0889064887,59.4548208899,,2-MP,*,*,paragneiss,,*,,0.0,59.5,-75.1,*,
-74.9658771831,59.5013714841,,2-MP,*,*,,,*,,0.0,59.5,-75.0,*,
-74.9855288312,59.5048912627,,2-MP,*,*,,,*,,0.1,59.5,-75.0,*,
-75.0915249235,59.4978830154,,2-MP,*,*,,,*,,0.0,59.5,-75.1,*,
-75.1233368246,59.4882622686,,2-MP,*,*,,,*,,0.0,59.5,-75.1,*,
-74.8297464349,59.452101102,,2-MP,*,*,,,*,,0.1,59.5,-74.8,*,
-74.8297464349,59.452101102,,2-MP,*,*,,,*,,0.0,59.5,-74.8,*,
-74.968310628,59.4289388077,,2-MP,*,*,,,*,,0.0,59.4,-75.0,*,
-74.9539687846,59.4395093172,,2-MP,*,*,,,*,,0.0,59.4,-75.0,*,
-74.8481982782,59.4496707795,,2-MP,*,*,,,*,,0.0,59.4,-74.8,*,
-74.881722358,59.4269793402,,2-MP,*,*,,,*,,0.0,59.4,-74.9,*,
-75.2803193321,59.6297573018,,2-MP,*,*,,,*,,0.0,59.6,-75.3,*,
-75.2547682743,59.6267970983,,2-MP,*,*,,,*,,0.0,59.6,-75.3,*,
-75.3399420018,59.6328175132,,2-MP,*,*,,,*,,0.0,59.6,-75.3,*,
-75.3399420018,59.6328175132,,2-MP,*,*,,,*,,0.0,59.6,-75.3,*,
-75.3679133891,59.6313474796,,2-MP,*,*,,,*,,0.0,59.6,-75.4,*,
-75.1742445448,59.620525841,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-75.2,*,
-75.3610534435,59.6229071377,,2-MP,*,*,granite_gneiss,,*,,0.0,59.6,-75.4,*,
-75.0797885616,59.6299660902,,2-MP,*,*,,,*,,0.0,59.6,-75.1,*,
-74.8992757445,59.6264751924,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-74.838850684,59.6268653872,,2-MP,*,*,,,*,,0.0,59.6,-74.8,*,
-75.0797885616,59.6299660902,,2-MP,*,*,,,*,,0.0,59.6,-75.1,*,
-75.0797885616,59.6299660902,,2-MP,*,*,,,*,,0.0,59.6,-75.1,*,
-74.8824946916,59.6193648946,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-74.8666633114,59.6203749754,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-74.9389894728,59.6188747694,,2-MP,*,*,diorite,,*,,0.0,59.6,-74.9,*,
-74.9207379485,59.6186347918,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-74.923398279,59.616624701,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-75.084109069,59.6254458612,,2-MP,*,*,,,*,,0.0,59.6,-75.1,*,
-74.8391808075,59.6247152684,,2-MP,*,*,,,*,,0.0,59.6,-74.8,*,
-74.8480716284,59.6230151541,,2-MP,*,*,,,*,,0.0,59.6,-74.8,*,
-74.8841939857,59.636665729,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-74.8845037197,59.642606015,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-75.0714774668,59.6406466551,,2-MP,*,*,,,*,,0.1,59.6,-75.1,*,
-75.0457751273,59.6549474984,,2-MP,*,*,,,*,,0.0,59.7,-75.0,*,
-74.9515809848,59.6107644317,,2-MP,*,*,,,*,,0.0,59.6,-75.0,*,
-74.9285618577,59.5463440167,,2-MP,*,*,,,*,,0.0,59.5,-74.9,*,
-75.0029965716,59.5855594895,,2-MP,*,*,,,*,,0.0,59.6,-75.0,*,
-74.8682650708,59.5828472786,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-75.0475092632,59.5804881317,,2-MP,*,*,,,*,,0.1,59.6,-75.0,*,
-74.8733256742,59.5786469248,,2-MP,*,*,,,*,,0.0,59.6,-74.9,*,
-75.0421092024,59.57496794,,2-MP,*,*,,,*,,0.0,59.6,-75.0,*,
