/ Dataset:E:\data\storage\3\5\1\4\0003\Densities and Magnetic Susceptibilities - CSV - Point Data - 08JUL2014.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,SAMPLE,SOURCE,DEPTH,ELEVATION,ROCKTYPE,COMMENTS,DENSITY,SMSNO,MAGSUS,LATITUDE,LONGITUDE,SDMAGSUS
-123.927402836,53.7868917805,D008-0013,1-EPB,0.0,0.0,"SCHIST         T",SINKUTMT,2.7,,*,53.8,-123.9,*,
-124.026557878,53.8349329779,D008-0197,1-EPB,0.0,0.0,"GNEISSIC HORNBLE",,3.0,,*,53.8,-124.0,*,
-123.971555479,53.8165992616,D008-0206,1-EPB,0.0,0.0,"SERPENTINITE    ",,3.2,,*,53.8,-124.0,*,
-124.542409131,53.8165891373,D008-0197,1-EPB,0.0,0.0,"RHYOLITE        ",,2.2,,*,53.8,-124.5,*,
-123.972388752,53.8069324267,D008-0202,1-EPB,0.0,0.0,"GARNET GRANITIC ",,2.6,,*,53.8,-124.0,*,
-124.768245755,53.8065850267,D008-0199,1-EPB,0.0,0.0,"HB MONZONITE    ",,2.9,,*,53.8,-124.8,*,
-123.87791984,53.6704093113,D008-0020,1-EPB,0.0,0.0,"BIOTITE GRANI   ",TOPLEY,2.5,,*,53.7,-123.9,*,
-123.270938458,53.7883786982,D008-0211,1-EPB,0.0,0.0,"LST  CACHE CRK  ",,2.7,,*,53.8,-123.3,*,
-123.25575607,53.7879626153,D008-0011,1-EPB,0.0,0.0,"DIORITE        T",EASTERN,2.7,,*,53.8,-123.3,*,
-123.126307185,53.8982707023,D008-0030,1-EPB,0.0,0.0,"BRECCIA         ",EASTERN,2.5,,*,53.9,-123.1,*,
-122.999994853,53.6578959084,D008-0029,1-EPB,0.0,0.0,"BASALT          ",ENDAKO,2.8,,*,53.7,-123.0,*,
-123.167893707,53.6420533344,D008-0028,1-EPB,0.0,0.0,"QUARZITE       F","CACHE CK",2.6,,*,53.6,-123.2,*,
-122.936281985,53.7612513001,D008-0013,1-EPB,0.0,0.0,"MARBLE         T",EASTERN,2.7,,*,53.8,-122.9,*,
-123.463618191,53.7109336727,D008-0028,1-EPB,0.0,0.0,"HB NORITE      F",TOPLEY,2.9,,*,53.7,-123.5,*,
-123.477335755,53.7185202235,D008-0028,1-EPB,0.0,0.0,"NORITE         F",TOPLEY,2.9,,*,53.7,-123.5,*,
-122.713433804,53.7407045602,D008-0013,1-EPB,0.0,0.0,"ANDESITE      TD",BUCKHORN,2.8,,*,53.7,-122.7,*,
-122.493601777,53.7399757033,D008-0014,1-EPB,0.0,0.0,"LAMPORPHYRES   H","RED ROCK",2.9,,*,53.7,-122.5,*,
-122.349018931,53.775232563,D008-0019,1-EPB,0.0,0.0,"LIMESTONE       ",EASTERN,2.7,,*,53.8,-122.3,*,
-122.41814948,53.6716249916,D008-0203,1-EPB,0.0,0.0,"SYENITE         ",,2.5,,*,53.7,-122.4,*,
-122.44015085,53.6757906784,D008-0205,1-EPB,0.0,0.0,"SCHISTOSE ARGILL",,2.6,,*,53.7,-122.4,*,
-122.37944667,53.7699979483,D008-0015,1-EPB,0.0,0.0,"SLATE           ",TOPLAYIN,2.6,,*,53.8,-122.4,*,
-122.317439776,53.6636020489,D008-0016,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.6,,*,53.7,-122.3,*,
-122.418575287,53.683460068,D008-0014,1-EPB,0.0,0.0,"K-SPAR PORPHY   ",TOPLAYIN,2.7,,*,53.7,-122.4,*,
-122.422632491,53.6632580471,D008-0022,1-EPB,0.0,0.0,"PHYLLITE        ",CARIBOO,2.3,,*,53.7,-122.4,*,
-122.384207975,53.6518281722,D008-0025,1-EPB,0.0,0.0,"LIMESTONE       ",EASTERN,2.8,,*,53.7,-122.4,*,
-122.381118085,53.65630814,D008-0016,1-EPB,0.0,0.0,"SCHIST          ",EASTERN,2.7,,*,53.7,-122.4,*,
-122.228544402,53.641940649,D008-0026,1-EPB,0.0,0.0,"GNEISS          ",CARIBOO,3.0,,*,53.6,-122.2,*,
-122.394058427,53.6505313945,D008-0025,1-EPB,0.0,0.0,"SCHIST          ",EASTERN,2.8,,*,53.7,-122.4,*,
-122.425111628,53.6479878007,D008-0021,1-EPB,0.0,0.0,"DIORITE         ",CARIBOO,2.6,,*,53.6,-122.4,*,
-122.343465409,53.6448721999,D008-0017,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.6,-122.3,*,
-122.456943112,53.6431912287,D008-0014,1-EPB,0.0,0.0,"PHYLLITE        ",CARIBOO,2.6,,*,53.6,-122.5,*,
-122.338166274,53.7414649398,D008-0014,1-EPB,0.0,0.0,"K-SPAR PORPHY   ",TOPLAYIN,2.6,,*,53.7,-122.3,*,
-122.501824284,53.7509555033,D008-0199,1-EPB,0.0,0.0,"SLATY ARGILLITE ",,2.4,,*,53.8,-122.5,*,
-122.4098166,53.6844588083,D008-0207,1-EPB,0.0,0.0,"GRANITE TYPE    ",,2.7,,*,53.7,-122.4,*,
-122.440423711,53.7487296908,D008-0014,1-EPB,0.0,0.0,"GREENSTONE      ",EASTERN,2.6,,*,53.7,-122.4,*,
-122.48648971,53.7372893027,D008-0208,1-EPB,0.0,0.0,"ALTERED ANDESITE",,2.7,,*,53.7,-122.5,*,
-122.48648971,53.7372893027,D008-0201,1-EPB,0.0,0.0,"VOLCANIC        ",,2.7,,*,53.7,-122.5,*,
-122.500994492,53.7557389344,D008-0013,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.6,,*,53.8,-122.5,*,
-122.463819938,53.6976031598,D008-0017,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.6,,*,53.7,-122.5,*,
-122.408483454,53.6881255632,D008-0204,1-EPB,0.0,0.0,"HB GRANITE      ",,2.7,,*,53.7,-122.4,*,
-122.250138008,53.7036478262,D008-0017,1-EPB,0.0,0.0,"SCHIST         H",CARIBOO,2.5,,*,53.7,-122.3,*,
-122.27009009,53.7325316935,D008-0016,1-EPB,0.0,0.0,"QTZ MONZONITE   ",TOPLEY,2.8,,*,53.7,-122.3,*,
-122.419817134,53.6852916931,D008-0208,1-EPB,0.0,0.0,"HB QZ DIORITE   ",,2.8,,*,53.7,-122.4,*,
-122.419817134,53.6852916931,D008-0200,1-EPB,0.0,0.0,"HB DIORITE      ",,3.0,,*,53.7,-122.4,*,
-122.419817134,53.6852916931,D008-0205,1-EPB,0.0,0.0,"PY HORNBLENDITE ",,3.3,,*,53.7,-122.4,*,
-122.271475045,53.7249569731,D008-0201,1-EPB,0.0,0.0,"GRANITE         ",,2.6,,*,53.7,-122.3,*,
-122.353074223,53.7087390272,D008-0029,1-EPB,0.0,0.0,"SCHIST         C",CARIBOO,2.8,,*,53.7,-122.4,*,
-122.377316543,53.7166238327,D008-0205,1-EPB,0.0,0.0,"CR GN GRANITE   ",,2.5,,*,53.7,-122.4,*,
-122.849302299,53.9049846095,D008-0029,1-EPB,0.0,0.0,"SCHIST          ",EASTERN,2.9,,*,53.9,-122.8,*,
-122.523161344,53.8186209359,D008-0208,1-EPB,0.0,0.0,"QZ MONZONITE    ",,2.5,,*,53.8,-122.5,*,
-122.53732833,53.8181206446,D008-0205,1-EPB,0.0,0.0,"PYRITE HB GRANIT",,3.1,,*,53.8,-122.5,*,
-122.53732833,53.8181206446,D008-0202,1-EPB,0.0,0.0,"GRANITE         ",,2.5,,*,53.8,-122.5,*,
-122.53732833,53.8181206446,D008-0209,1-EPB,0.0,0.0,"ULTRABASIC      ",,3.1,,*,53.8,-122.5,*,
-122.492575899,53.8253600475,D008-0016,1-EPB,0.0,0.0,"BASALT         H",EASTERN,2.8,,*,53.8,-122.5,*,
-122.415265188,53.8133262396,D008-0029,1-EPB,0.0,0.0,"SLATE          C",EASTERN,2.5,,*,53.8,-122.4,*,
-122.53732833,53.8181206446,D008-0201,1-EPB,0.0,0.0,"HORNBLENDITE    ",,3.2,,*,53.8,-122.5,*,
-122.417238329,53.780080906,D008-0021,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.5,,*,53.8,-122.4,*,
-122.29080096,53.8081576867,D008-0030,1-EPB,0.0,0.0,"LIMESTONE       ",EASTERN,2.8,,*,53.8,-122.3,*,
-122.382592858,53.8140578799,D008-0029,1-EPB,0.0,0.0,"SLATE          C",BOWRONMT,2.7,,*,53.8,-122.4,*,
-122.279200016,53.8647153066,D008-0025,1-EPB,0.0,0.0,"PHYLLITE        ",EASTERN,2.6,,*,53.9,-122.3,*,
-122.377986639,53.868865127,D008-0030,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.7,,*,53.9,-122.4,*,
-122.539830523,53.8681217886,D008-0199,1-EPB,0.0,0.0,"ALTERED VOLCANIC",,2.7,,*,53.9,-122.5,*,
-122.48070559,53.8635129653,D008-0017,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.7,,*,53.9,-122.5,*,
-122.483017215,53.8612728558,D008-0018,1-EPB,0.0,0.0,"QUARTZITE       ",EASTERN,2.8,,*,53.9,-122.5,*,
-122.285053119,53.8782338533,D008-0026,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.8,,*,53.9,-122.3,*,
-122.402189358,53.8779751102,D008-0030,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.8,,*,53.9,-122.4,*,
-122.353524652,53.8768219535,D008-0030,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.7,,*,53.9,-122.4,*,
-122.432465548,53.8889080792,D008-0029,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.7,,*,53.9,-122.4,*,
-123.52434355,54.1463851517,D006-0017,1-EPB,0.0,0.0,,,3.0,,*,54.1,-123.5,*,
-123.343201705,53.9940211975,D008-0028,1-EPB,0.0,0.0,"BASALT         C",EASTERN,2.8,,*,54.0,-123.3,*,
-123.537029486,54.0616179518,D006-0018,1-EPB,0.0,0.0,,,3.0,,*,54.1,-123.5,*,
-123.321708234,53.976554844,D008-0011,1-EPB,0.0,0.0,"K-SRAR PORPHY  T",EASTERN,2.9,,*,54.0,-123.3,*,
-122.516939106,54.0838686668,D006-0020,1-EPB,0.0,0.0,,,2.7,,*,54.1,-122.5,*,
-122.369390424,54.0863284358,D006-0073,1-EPB,0.0,0.0,,,2.6,,*,54.1,-122.4,*,
-122.369390424,54.0863284358,D006-0073,1-EPB,0.0,0.0,,,2.6,,*,54.1,-122.4,*,
-122.369390424,54.0863284358,D006-0073,1-EPB,0.0,0.0,,,2.5,,*,54.1,-122.4,*,
-122.516939106,54.0838686668,D006-0020,1-EPB,0.0,0.0,,,2.6,,*,54.1,-122.5,*,
-122.364911595,54.0791151688,D006-0072,1-EPB,0.0,0.0,,,2.8,,*,54.1,-122.4,*,
-122.364911595,54.0791151688,D006-0072,1-EPB,0.0,0.0,,,2.8,,*,54.1,-122.4,*,
-122.57056797,54.1456402612,D006-0020,1-EPB,0.0,0.0,,,2.7,,*,54.1,-122.6,*,
-122.57056797,54.1456402612,D006-0020,1-EPB,0.0,0.0,,,2.4,,*,54.1,-122.6,*,
-122.544903306,54.1823952457,D006-0020,1-EPB,0.0,0.0,,,2.8,,*,54.2,-122.5,*,
-122.537652693,54.077208614,D006-0020,1-EPB,0.0,0.0,,,2.6,,*,54.1,-122.5,*,
-122.543891084,53.9963447354,D008-0015,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.8,,*,54.0,-122.5,*,
-122.478850065,54.0131556818,D008-0024,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.7,,*,54.0,-122.5,*,
-122.537652693,54.077208614,D006-0020,1-EPB,0.0,0.0,,,2.6,,*,54.1,-122.5,*,
-122.537652693,54.077208614,D006-0020,1-EPB,0.0,0.0,,,2.7,,*,54.1,-122.5,*,
-122.537652693,54.077208614,D006-0020,1-EPB,0.0,0.0,,,2.9,,*,54.1,-122.5,*,
-122.359499473,54.0746235281,D008-0205,1-EPB,0.0,0.0,"BASIC LAVA      ",,2.9,,*,54.1,-122.4,*,
-122.803586112,53.9161558341,D008-0013,1-EPB,0.0,0.0,"SLATE          T",SINKUTMT,2.8,,*,53.9,-122.8,*,
-122.447275556,53.9195402669,D008-0015,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.8,,*,53.9,-122.4,*,
-122.464609879,53.9330985487,D008-0016,1-EPB,0.0,0.0,"QUARTZITE       ",EASTERN,2.8,,*,53.9,-122.5,*,
-122.456645858,53.9600311591,D008-0023,1-EPB,0.0,0.0,"QUARTZITE       ",EASTERN,2.6,,*,54.0,-122.5,*,
-122.464473694,53.9443371924,D008-0015,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.8,,*,53.9,-122.5,*,
-122.518166275,53.9366239671,D008-0208,1-EPB,0.0,0.0,"ARENITES        ",,2.7,,*,53.9,-122.5,*,
-121.60204591,53.3274711832,D008-0213,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.0,,*,53.3,-121.6,*,
-121.60204591,53.3274711832,D008-0212,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.1,,*,53.3,-121.6,*,
-121.805160596,53.2865314591,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.3,-121.8,*,
-122.110597018,53.2793082275,D008-0023,1-EPB,0.0,0.0,"GNEISS          ",CARIBOO,2.7,,*,53.3,-122.1,*,
-121.60204591,53.3274711832,D008-0213,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.3,-121.6,*,
-122.061405883,53.3337682525,D008-0019,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.6,,*,53.3,-122.1,*,
-121.743517488,53.1119388326,D008-0216,1-EPB,0.0,0.0,METASED(SST/SHAL,,2.7,,*,53.1,-121.7,*,
-121.558538603,53.2145773709,D008-0214,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.0,,*,53.2,-121.6,*,
-121.558538603,53.2145773709,D008-0214,1-EPB,0.0,0.0,"SED    SLIDE MTN",,2.3,,*,53.2,-121.6,*,
-121.896324403,53.2123415442,D008-0217,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.2,-121.9,*,
-121.896324403,53.2123415442,D008-0217,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.2,-121.9,*,
-121.558538603,53.2145773709,D008-0214,1-EPB,0.0,0.0,"SED    SLIDE MTN",,2.8,,*,53.2,-121.6,*,
-121.698608042,53.2134930061,D008-0214,1-EPB,0.0,0.0,METASED(SST/SHAL,,3.0,,*,53.2,-121.7,*,
-121.896324403,53.2123415442,D008-0217,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.6,,*,53.2,-121.9,*,
-122.129071424,53.2187632203,D008-0022,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.2,-122.1,*,
-121.896324403,53.2123415442,D008-0217,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.2,-121.9,*,
-121.997655032,53.234364072,D008-0023,1-EPB,0.0,0.0,"GNEISS          ",CARIBOO,2.6,,*,53.2,-122.0,*,
-122.181056934,53.241604752,D008-0019,1-EPB,0.0,0.0,"BASALT          ","ALTBAU L",2.6,,*,53.2,-122.2,*,
-121.803199745,53.2222325583,D008-0214,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.2,-121.8,*,
-121.803199745,53.2222325583,D008-0214,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.1,,*,53.2,-121.8,*,
-121.803199745,53.2222325583,D008-0214,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.2,-121.8,*,
-121.878941061,53.1038538674,D008-0218,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.1,-121.9,*,
-121.878941061,53.1038538674,D008-0218,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.6,,*,53.1,-121.9,*,
-121.717764689,53.1988709547,D008-0214,1-EPB,0.0,0.0,METASED(SST/SHAL,,2.8,,*,53.2,-121.7,*,
-121.878941061,53.1038538674,D008-0218,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.9,,*,53.1,-121.9,*,
-121.878941061,53.1038538674,D008-0218,1-EPB,0.0,0.0,"METASED CAR-KAZA",,2.7,,*,53.1,-121.9,*,
-121.457490473,53.130156372,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.6,,*,53.1,-121.5,*,
-121.505321291,53.1945969454,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.2,-121.5,*,
-121.839938694,53.467962315,D001-1036,1-EPB,0.0,6133.0,BASALT,JUR.SEDIMENTS,2.9,,*,53.5,-121.8,*,
-122.116767376,53.4528487885,D008-0024,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.5,-122.1,*,
-121.841297562,53.4756622727,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.0,,*,53.5,-121.8,*,
-122.218007908,53.4751305933,D008-0031,1-EPB,0.0,0.0,"GNEISS         C",TOPLEY,2.7,,*,53.5,-122.2,*,
-122.169085792,53.4730009487,D008-0029,1-EPB,0.0,0.0,"SCHIST         C",CARIBOO,2.6,,*,53.5,-122.2,*,
-122.116210165,53.4434067616,D008-0017,1-EPB,0.0,0.0,"PHYLLITE        ",CARIBOO,2.6,,*,53.4,-122.1,*,
-122.012704987,53.4268666705,D008-0014,1-EPB,0.0,0.0,"GREENSTONE      ",TEAPOT,2.9,,*,53.4,-122.0,*,
-122.139151794,53.4255951755,D008-0018,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.4,-122.1,*,
-122.124633483,53.4367278399,D008-0015,1-EPB,0.0,0.0,"MARBLE          ",CARIBOO,2.7,,*,53.4,-122.1,*,
-122.150956623,53.5888312985,D008-0018,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.5,,*,53.6,-122.2,*,
-121.908547531,53.5855137926,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.6,-121.9,*,
-121.902949937,53.5767954461,D001-1036,1-EPB,0.0,6020.0,BASALT,JUR.SEDIMENTS,3.0,,*,53.6,-121.9,*,
-121.86694611,53.5311937431,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.0,,*,53.5,-121.9,*,
-122.19514956,53.4889072625,D008-0031,1-EPB,0.0,0.0,"SCHIST         C",TOPLEY,2.6,,*,53.5,-122.2,*,
-122.185984215,53.5742426989,D008-0020,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.8,,*,53.6,-122.2,*,
-122.065281202,53.5688687851,D008-0024,1-EPB,0.0,0.0,"GHERT           ",EASTERN,2.7,,*,53.6,-122.1,*,
-122.127782719,53.5401252255,D008-0019,1-EPB,0.0,0.0,"SCHIST          ",JERRYCRK,2.7,,*,53.5,-122.1,*,
-122.120007963,53.5513059745,D008-0024,1-EPB,0.0,0.0,"SCHIST         H",JERRYCRK,2.6,,*,53.6,-122.1,*,
-121.71276633,53.5404160686,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.5,-121.7,*,
-121.845927759,53.6105408109,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.6,,*,53.6,-121.8,*,
-122.070213857,53.377888854,D008-0020,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.4,-122.1,*,
-121.931448056,53.3659391508,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.0,,*,53.4,-121.9,*,
-121.931448056,53.3659391508,D008-0215,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.4,-121.9,*,
-122.133897852,53.6102791547,D008-0015,1-EPB,0.0,0.0,"DIORITE         ","WILLOW R",2.6,,*,53.6,-122.1,*,
-121.845927759,53.6105408109,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.1,,*,53.6,-121.8,*,
-121.87923991,53.6369263181,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.6,-121.9,*,
-122.147356798,53.6175688445,D008-0018,1-EPB,0.0,0.0,"QUARTZITE       ","WILLOW R",2.7,,*,53.6,-122.1,*,
-120.32710493,53.3502119212,D008-0041,1-EPB,0.0,0.0,"LIMESTONE      2",NICOLA,2.8,,*,53.4,-120.3,*,
-122.126258411,53.8331356121,D008-0026,1-EPB,0.0,0.0,"SLATE           ","SLIDE MT",2.7,,*,53.8,-122.1,*,
-122.068521732,53.8327001916,D008-0029,1-EPB,0.0,0.0,"SLATE           ","SLIDE MT",2.6,,*,53.8,-122.1,*,
-122.105856116,53.8275920008,D008-0017,1-EPB,0.0,0.0,"SLATE           ","SLIDE MT",3.1,,*,53.8,-122.1,*,
-122.020708947,53.7977038751,D008-0017,1-EPB,0.0,0.0,"PHYLLITE        ","SLIDE MT",2.6,,*,53.8,-122.0,*,
-122.159165258,53.7834861182,D008-0019,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.6,,*,53.8,-122.2,*,
-122.026019436,53.7977491238,D008-0023,1-EPB,0.0,0.0,"GNEISS          ","SLIDE MT",2.6,,*,53.8,-122.0,*,
-122.138205333,53.8062568152,D008-0018,1-EPB,0.0,0.0,"QUARTZITE       ","SLIDE MT",3.0,,*,53.8,-122.1,*,
-122.033558392,53.8000638835,D008-0016,1-EPB,0.0,0.0,"QUARTZITE       ","SLIDE MT",2.6,,*,53.8,-122.0,*,
-122.012119148,53.7747819945,D001-1036,1-EPB,0.0,5653.0,BASALT,PENNSYLVANIAN,2.9,,*,53.8,-122.0,*,
-122.112252041,53.8487642119,D008-0017,1-EPB,0.0,0.0,"BASALT          ","SLIDE MT",2.9,,*,53.8,-122.1,*,
-122.046437084,53.8684828092,D008-0019,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.9,,*,53.9,-122.0,*,
-122.039300886,53.8477487953,D008-0019,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.9,,*,53.8,-122.0,*,
-122.15567019,53.8818833826,D008-0017,1-EPB,0.0,0.0,"BASALT          ","SLIDE MT",2.8,,*,53.9,-122.2,*,
-122.06086197,53.9036505497,D008-0019,1-EPB,0.0,0.0,"BASALT          ",EASTERN,2.8,,*,53.9,-122.1,*,
-122.191499278,53.8780883805,D008-0016,1-EPB,0.0,0.0,"GNEISS          ","SLIDE MT",2.6,,*,53.9,-122.2,*,
-122.083375484,53.7716885318,D008-0020,1-EPB,0.0,0.0,"SLATE           ","WANSA L",2.5,,*,53.8,-122.1,*,
-122.17285437,53.6662851873,D008-0018,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.6,,*,53.7,-122.2,*,
-121.917556716,53.6763796745,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,3.1,,*,53.7,-121.9,*,
-122.176547902,53.6708050558,D008-0015,1-EPB,0.0,0.0,"SCHIST          ",CARIBOO,2.7,,*,53.7,-122.2,*,
-122.184161758,53.6686119494,D008-0024,1-EPB,0.0,0.0,"PHYLLITE        ",EASTERN,2.6,,*,53.7,-122.2,*,
-122.2221658,53.6598765908,D008-0025,1-EPB,0.0,0.0,"GNEISS          ",CARIBOO,2.6,,*,53.7,-122.2,*,
-122.213131928,53.7384629711,D008-0014,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.7,,*,53.7,-122.2,*,
-122.176300354,53.7597895603,D001-1036,1-EPB,0.0,2751.0,SLATE,JUR.SEDIMENTS,2.6,,*,53.8,-122.2,*,
-122.159477159,53.7677585361,D008-0014,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.7,,*,53.8,-122.2,*,
-122.17708042,53.7597912571,D008-0019,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.6,,*,53.8,-122.2,*,
-121.567752112,53.7586288878,D001-1036,1-EPB,0.0,6247.0,LIMESTONE,CAMBRIAN,2.7,,*,53.8,-121.6,*,
-122.217840595,53.6890569502,D008-0025,1-EPB,0.0,0.0,"PHYLLITE        ",CARIBOO,2.6,,*,53.7,-122.2,*,
-121.99445161,53.6896368836,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.7,-122.0,*,
-121.920714522,53.7006751002,D008-0216,1-EPB,0.0,0.0,"BASALT SLIDE MTN",,2.9,,*,53.7,-121.9,*,
-122.008794451,53.7234560606,D008-0026,1-EPB,0.0,0.0,"BASALT          ","SLIDE MT",2.9,,*,53.7,-122.0,*,
-121.980162198,54.1232004967,D008-0001,1-EPB,0.0,0.0,"MARBLE          ",CACHECRK,2.7,,*,54.1,-122.0,*,
-122.222409335,54.1798340488,D006-0041,1-EPB,0.0,0.0,,,2.6,,*,54.2,-122.2,*,
-122.222409335,54.1798340488,D006-0041,1-EPB,0.0,0.0,,,2.5,,*,54.2,-122.2,*,
-122.222409335,54.1798340488,D006-0041,1-EPB,0.0,0.0,,,2.5,,*,54.2,-122.2,*,
-122.211614427,54.1833587036,D006-0041,1-EPB,0.0,0.0,,,2.7,,*,54.2,-122.2,*,
-122.211614427,54.1833587036,D006-0041,1-EPB,0.0,0.0,,,2.7,,*,54.2,-122.2,*,
-122.211614427,54.1833587036,D006-0040,1-EPB,0.0,0.0,,,2.6,,*,54.2,-122.2,*,
-122.211614427,54.1833587036,D006-0041,1-EPB,0.0,0.0,,,2.7,,*,54.2,-122.2,*,
-122.137300998,53.9244492285,D008-0020,1-EPB,0.0,0.0,"SLATE           ",EASTERN,2.6,,*,53.9,-122.1,*,
-122.114676805,53.9139473973,D008-0030,1-EPB,0.0,0.0,"QUARTZITE       ",EASTERN,2.6,,*,53.9,-122.1,*,
-122.151463265,53.9393811279,D008-0030,1-EPB,0.0,0.0,"ULTRAMAFITE     ","SLIDE MT",2.7,,*,53.9,-122.2,*,
-122.166008818,53.9740866491,D008-0030,1-EPB,0.0,0.0,"GREENSTONE      ","SLIDE MT",2.8,,*,54.0,-122.2,*,
-118.882152766,49.0722223502,D001-0563,1-EPB,0.0,0.0,ANDESITE,,3.3,,*,49.1,-118.9,*,
-118.7308182,49.0727256274,D001-0564,1-EPB,0.0,0.0,ANDESITE,,2.6,,*,49.1,-118.7,*,
-118.337639919,49.0748989287,D001-0564,1-EPB,0.0,0.0,GRANITE,,2.6,,*,49.1,-118.3,*,
-118.609984974,49.0913952106,D001-0564,1-EPB,0.0,0.0,RHYOLITE,,2.7,,*,49.1,-118.6,*,
-119.349182099,49.0248818055,D001-0563,1-EPB,0.0,0.0,ANDESITE,,2.4,,*,49.0,-119.3,*,
-119.199508708,49.0323834808,D001-0563,1-EPB,0.0,0.0,RHYOLITE,,2.6,,*,49.0,-119.2,*,
-119.54185624,49.0285452458,D001-0575,1-EPB,0.0,0.0,AMPHIBOLITE,,3.0,,*,49.0,-119.5,*,
-119.070675089,49.2262184963,D001-0563,1-EPB,0.0,0.0,RHYOLITE,,2.5,,*,49.2,-119.1,*,
-119.044838566,49.2280522983,D001-0570,1-EPB,0.0,0.0,DIORITE,,2.7,,*,49.2,-119.0,*,
-119.510695994,49.2253796608,D001-0571,1-EPB,0.0,0.0,TRACHYTE,,2.6,,*,49.2,-119.5,*,
-119.182022376,49.218049792,D001-0570,1-EPB,0.0,0.0,RHYOLITE,,2.8,,*,49.2,-119.2,*,
-118.411645103,49.1202326898,D001-0564,1-EPB,0.0,0.0,GRANITE,,2.6,,*,49.1,-118.4,*,
-119.474524526,49.1245478253,D001-0570,1-EPB,0.0,0.0,"ACID GNEISS",,2.6,,*,49.1,-119.5,*,
