X,Y,OBJECTID,LOCATION,CR_PPM,NI_PPM,CO_PPM,SC_PPM,V_PPM,CU_PPM,PB_PPM,ZN_PPM,BI_PPM,CD_PPM,IN_PPM,SN_PPM,W_PPM,MO_PPM,AS_PPM,SE_PPM,SB_PPM,TE_PPM,AG_PPM,RE_PPM,AU_PPB,HG_PPM,RB_PPM,CS_PPM,BA_PPM,SR_PPM,TL_PPM,GA_PPM,GE_PPM,LI_PPM,TA_PPM,NB_PPM,HF_PPM,ZR_PPM,Y_PPM,TH_PPM,U_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,BR_PPM,I_PPM,B_PPM,BE_PPM,MN_PPM,SAMPLE_NUMBER_ID,CHEMISTRY_REVIEWED,ROCK_TYPE_NAME,SAMPLE_TYPE,LITHOLOGICAL_UNIT,GEOLOGICAL_DOMAIN,COLLAR_PROJECT_NAME,DATE_ANALYSIS_SENT,SENT_BY,DATE_SAMPLE_COLLECTED,COLLECTED_BY,UTM_EASTING,UTM_NORTHING,SIO2_PCT,TIO2_PCT,AL2O3_PCT,FE2O3_PCT,FEO_PCT,MNO_PCT,MGO_PCT,CAO_PCT,NA2O_PCT,K2O_PCT,P2O5_PCT,CR2O3_PCT,H2O_M_PCT,H2O_P_PCT,SO4_PCT,CO2_PCT,C_ORG_PCT,LOI_PCT,TOTAL_PCT,PB_204_PPM,PB_206_PPM,PB_207_PPM,PB_208_PPM,S_PCT,RU_PPB,RH_PPB,PD_PPB,OS_PPB,IR_PPB,PT_PPB,F_PCT,CL_PCT,C_PCT,TI_PCT,AL_PCT,FE_PCT,MG_PCT,CA_PCT,NA_PCT,K_PCT,P_PCT,ANALYSIS_LAB,ANALYSIS_LAB_CERTIFICATE_NUM,ANALYSIS_LAB_CODE,DIGESTION,DIGESTION_METHOD,ANALYTICAL_METHOD,COMMENT_,REASON,SAMPLE_DESCRIPTION,ANALYSIS_ORIGIN,TYPE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,COLLAR_HOLE_NAME,DATA_OBTAINED,COMPANY_DATUM,COMPANY_ZONE,ELEVATION,COMPANY_NAME,NTS,CORE_SIZE,DRILL_TYPE,SAMPLE_DEPTH_FROM_METRES,SAMPLE_DEPTH_TO_METRES,SAMPLE_DEPTH_FROM_FEET,SAMPLE_DEPTH_TO_FEET,GLOBALID
530116,6417084,4723,Lorenz Lake,3,0.4,0.1,0.3,1,0.5,3.54,4,0.1,-0.1,,0.17,-0.1,0.13,,,,,-0.02,,,,1.2,-0.1,10,69,,1,,3,0.14,1.3,2.8,85,1.9,4.59,0.7,16,36,4.7,17.2,3.3,0.19,1.8,0.1,0.45,0.08,0.24,,0.25,,,,,0.1,,1370-134 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.047,0.7,0.04,,-0.001,0.011,-0.01,-0.01,0.082,0.021,,,,,,,,,0.053,0.833,0.741,1.91,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{028FABD1-2415-4E0C-9126-EB97BCCC8600}
530116,6417084,4724,Lorenz Lake,,0.11,0.03,-0.1,0.2,0.22,0.686,0.7,-0.01,0.02,,0.02,-0.1,0.06,0.28,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.12,-0.01,,,,0.1,-0.01,,-0.01,-0.01,0.12,4.36,0.21,0.8,0.19,,,0.36,1.04,0.18,0.02,0.15,0.01,0.06,-0.01,0.03,,0.02,,,,,0.01,,1370-135 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.01,0.177,0.142,0.357,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{FFF0FA91-8C27-403A-97CB-7BA2BC3CC510}
530116,6417084,4725,Lorenz Lake,4,0.4,0.07,0.3,1.5,0.7,3.18,3,-0.1,-0.1,,0.14,-0.1,0.08,,,,,-0.02,,,,1.4,-0.1,9,111,,1.6,,6,0.16,1.3,2.3,71,1.5,4.94,0.8,14,30,3.2,9.8,1.6,0.16,1.3,0.09,0.36,0.06,0.18,,0.21,,,,,0.1,,1370-135 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.049,1.87,0.04,,-0.001,0.009,-0.01,-0.01,0.101,0.023,,,,,,,,,0.044,0.754,0.639,1.75,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{20F4036A-DA0A-4D17-B05D-AADC7D69C8C5}
530116,6417084,4726,Lorenz Lake,,0.1,0.04,-0.1,0.3,0.19,0.592,0.8,0.02,-0.01,,0.04,-0.1,0.03,0.25,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.11,-0.01,,,,0.1,-0.01,,-0.01,-0.01,0.1,3.33,0.2,0.87,0.16,,,0.34,1,0.17,0.02,0.14,0.01,0.05,-0.01,0.02,,0.02,,,,,0.01,,1370-136 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.008,0.155,0.114,0.315,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{A6AA93C8-1330-4E14-87B0-1F2B4CBF436B}
530116,6417084,4727,Lorenz Lake,3,0.4,0.13,0.5,1.8,0.4,4.07,3,-0.1,-0.1,,0.25,-0.1,0.08,,,,,-0.02,,,,1.7,-0.1,10,94,,2.4,,8,0.22,1.9,3.2,96,2.1,7.09,1.1,14,31,3.4,10.7,1.8,0.21,1.3,0.1,0.47,0.09,0.28,,0.3,,,,,0.2,,1370-136 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.069,2.6,0.06,,-0.001,0.013,-0.01,-0.01,0.126,0.02,,,,,,,,,0.056,0.948,0.818,2.25,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{593011AF-337C-4349-8690-E1264E70B98A}
530116,6417084,4728,Lorenz Lake,,0.06,0.07,-0.1,0.2,0.29,0.652,0.7,-0.01,0.02,,0.04,-0.1,0.03,0.33,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.09,-0.01,,,,0.08,-0.01,,-0.01,-0.01,0.08,2.76,0.24,1.16,0.22,,,0.54,1.63,0.28,0.03,0.21,0.02,0.07,-0.01,0.03,,0.03,,,,,0.01,,1370-137 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.008,0.18,0.129,0.334,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{42AE3572-A285-414D-9457-2A379BE2E3D3}
530116,6417084,4729,Lorenz Lake,3,0.3,0.19,0.3,1.8,1.2,2.25,3,-0.1,-0.1,,0.34,0.1,0.09,,,,,-0.02,,,,1,-0.1,8,311,,1.1,,2,0.16,1.2,1.7,48,1.7,5.85,0.67,12,30,3.3,10.9,1.9,0.18,1.5,0.11,0.47,0.07,0.21,,0.23,,,,,-0.1,,1370-137 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.042,1.03,0.31,,0.001,0.008,0.01,-0.01,0.064,0.058,,,,,,,,,0.027,0.52,0.427,1.28,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{6BE29F9E-E74A-445F-BAA9-BBCCCE27FCF2}
530116,6417084,4730,Lorenz Lake,,0.1,0.12,-0.1,0.3,0.42,0.658,0.9,-0.01,0.01,,0.09,-0.1,0.02,0.31,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.12,-0.01,,,,0.12,-0.01,,-0.01,-0.01,0.1,3.73,0.32,1.27,0.18,,,0.49,1.57,0.27,0.03,0.2,0.02,0.08,0.01,0.04,,0.04,,,,,0.02,,1370-138 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.009,0.17,0.129,0.351,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{36E0EF92-B816-44CD-BFA8-C70846223F76}
530116,6417084,4731,Lorenz Lake,3,0.5,0.26,0.5,2.3,0.7,2.54,3,-0.1,-0.1,,0.46,0.2,0.09,,,,,-0.02,,,,1.4,-0.1,8,256,,1.9,,4,0.23,2.1,2.6,80,2.9,6.95,0.96,14,33,3.6,12.4,2.2,0.21,1.6,0.14,0.71,0.12,0.38,,0.43,,,,,0.1,,1370-138 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.074,1.8,0.75,,0.004,0.012,0.01,-0.01,0.101,0.048,,,,,,,,,0.032,0.61,0.478,1.42,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{B72D0675-D962-485F-8E74-9ED90BF02D2E}
530116,6417084,4732,Lorenz Lake,,0.07,0.03,-0.1,0.1,0.2,0.839,1,-0.01,0.04,,0.02,-0.1,0.03,0.24,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.09,-0.01,,,,0.12,-0.01,,-0.01,-0.01,0.14,4.94,0.28,2.08,0.19,,,0.6,1.82,0.32,0.03,0.24,0.02,0.08,0.01,0.03,,0.02,,,,,0.02,,1370-139 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.011,0.197,0.16,0.47,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{66A1361B-880E-49AE-8517-AEEB4A50D109}
530116,6417084,4733,Lorenz Lake,3,0.4,0.09,0.5,2.3,0.4,4.15,4,-0.1,0.1,,0.39,0.2,0.13,,,,,0.02,,,,1.2,-0.1,12,157,,1.8,,4,0.38,3.5,4.1,128,2.3,11.2,1.17,21,44,4.7,15.2,2.6,0.27,1.9,0.13,0.53,0.1,0.27,,0.31,,,,,0.1,,1370-139 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.134,1.68,0.1,,-0.001,0.01,0.01,-0.01,0.082,0.032,,,,,,,,,0.054,0.982,0.771,2.34,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{F11A9604-2D27-4C77-B233-E6A0BBD653C1}
530116,6417084,4734,Lorenz Lake,,0.09,0.05,-0.1,0.4,0.21,0.557,1,0.01,-0.01,,0.05,-0.1,0.07,0.64,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.08,-0.01,,,,0.08,-0.01,,-0.01,-0.01,0.11,3.88,0.38,1.7,0.2,,,0.49,1.55,0.29,0.03,0.24,0.02,0.1,0.01,0.04,,0.03,,,,,0.02,,1370-140 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.006,0.145,0.097,0.308,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{EB2D60E7-FBB4-45A9-82E5-D24D825728C7}
530116,6417084,4735,Lorenz Lake,4,0.4,0.08,0.4,2.3,0.4,2.86,3,-0.1,-0.1,,0.38,0.2,0.09,,,,,-0.02,,,,0.8,-0.1,8,175,,1.4,,3,0.28,2.3,3.2,96,2.9,8.03,0.89,13,28,3.3,10.9,2,0.21,1.6,0.15,0.7,0.12,0.3,,0.32,,,,,0.2,,1370-140 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.075,1.51,0.09,,-0.001,0.007,0.01,-0.01,0.049,0.034,,,,,,,,,0.035,0.668,0.518,1.64,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{4632F147-C3FD-4303-9CB8-5D9D280CCEFF}
530116,6417084,4736,Lorenz Lake,,0.15,0.06,-0.1,1.4,0.23,1.3,1,-0.01,0.03,,0.09,-0.1,0.05,0.34,-0.1,0.02,-0.01,-0.01,,,-0.01,0.08,-0.01,,,,0.14,-0.01,,-0.01,0.01,0.34,15,0.39,13.8,0.27,,,0.85,2.67,0.45,0.03,0.36,0.03,0.11,0.02,0.05,,0.04,,,,,0.04,,1370-141 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.01,0.222,0.142,0.926,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{171BF2DA-4911-4023-B4A9-60734B42AB32}
530116,6417084,4737,Lorenz Lake,10,0.8,0.26,0.8,10.8,0.3,5.18,4,-0.1,0.2,,0.98,0.4,0.32,,,,,0.09,,,,1,-0.1,18,213,,1.7,,3,0.99,8.2,9.3,291,4,51.2,1.59,26,55,6.6,21.4,3.8,0.29,3,0.21,0.9,0.16,0.47,,0.55,,,,,0.4,,1370-141 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.306,1.33,2.5,,0.004,0.01,0.01,-0.01,0.068,0.045,,,,,,,,,0.041,0.846,0.595,3.7,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{46C48D77-CDD9-4B6D-B4BE-8A43C0D36C23}
530116,6417084,4738,Lorenz Lake,,0.33,0.08,-0.1,1.5,0.33,1.28,1,0.01,0.02,,0.16,-0.1,0.07,0.25,-0.1,0.02,-0.01,-0.01,,,-0.01,0.11,-0.01,,,,0.13,-0.01,,-0.01,-0.01,0.27,11.7,0.37,4.57,0.23,,,0.55,1.64,0.27,0.03,0.22,0.02,0.1,0.01,0.04,,0.04,,,,,0.03,,1370-142 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.015,0.301,0.22,0.742,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{59EED73B-A853-4F55-9D1E-223598A8FF56}
530116,6417084,4739,Lorenz Lake,4,0.6,0.31,0.7,7.4,0.6,4.26,3,-0.1,0.1,,0.68,0.3,0.16,,,,,0.04,,,,1.1,-0.1,11,95,,1.9,,4,0.73,4.9,5.4,174,2.6,21.6,0.96,16,34,3.7,11.7,2,0.23,1.7,0.12,0.57,0.11,0.33,,0.4,,,,,0.2,,1370-142 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.171,1.78,1.24,,0.001,0.008,-0.01,-0.01,0.071,0.022,,,,,,,,,0.05,0.881,0.723,2.61,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{A3AC8F0E-0F80-4C03-A9A8-19B294A3B146}
530116,6417084,4740,Lorenz Lake,,0.1,0.04,-0.1,0.4,0.17,0.723,1.1,-0.01,0.02,,0.04,-0.1,0.03,0.27,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.11,-0.01,,,,0.14,-0.01,,-0.01,-0.01,0.15,5.3,0.25,1.5,0.18,,,0.39,1.1,0.18,0.02,0.15,0.01,0.06,-0.01,0.03,,0.02,,,,,0.04,,1370-143 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.009,0.187,0.134,0.392,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{DF605583-2E07-422B-A0AF-2D6BAA9FC815}
530116,6417084,4741,Lorenz Lake,5,0.5,0.08,0.5,3,0.4,3.05,3,-0.1,-0.1,,0.34,0.1,0.1,,,,,-0.02,,,,1.3,-0.1,9,78,,2.6,,5,0.23,1.6,3.2,100,2,10.2,0.86,17,34,3.7,11.4,1.8,0.2,1.5,0.1,0.46,0.08,0.24,,0.29,,,,,0.2,,1370-143 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.057,2.77,0.26,,-0.001,0.011,-0.01,-0.01,0.099,0.02,,,,,,,,,0.036,0.703,0.555,1.76,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{6E61D465-1314-4C92-9F4E-E2FFF3691213}
530116,6417084,4742,Lorenz Lake,,0.19,0.07,0.1,2.1,0.17,1.81,0.9,-0.01,0.02,,0.17,-0.1,0.08,0.27,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.11,-0.01,,,,0.14,-0.01,,-0.01,0.02,0.61,26.6,0.74,20.5,0.42,,,1.01,3.06,0.52,0.06,0.45,0.04,0.18,0.03,0.08,,0.08,,,,,0.07,,1370-144 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.012,0.351,0.199,1.25,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{66226F17-558A-44E5-88DF-9D4794E2255A}
530116,6417084,4743,Lorenz Lake,21,0.8,0.39,1.8,27.6,0.2,6.58,2,-0.1,0.3,,3.85,1,0.34,,,,,0.14,,,,1.3,-0.1,18,150,,2.6,,3,3.04,12.7,16.7,584,7,82.8,2.08,29,59,6.9,22.2,4,0.42,3.4,0.26,1.27,0.26,0.82,,1.12,,,,,0.4,,1370-144 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.525,2.12,7.64,,0.004,0.012,0.01,-0.01,0.097,0.036,,,,,,,,,0.044,1.1,0.68,4.75,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{0FC59AAD-9C7F-444A-BBAF-0C71C2936F7A}
530116,6417084,4744,Lorenz Lake,,0.12,0.06,0.1,1.9,0.17,1.93,1,-0.01,0.03,,0.16,-0.1,0.05,0.28,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.11,-0.01,,,,0.14,-0.01,,-0.01,0.02,0.66,29,0.76,20.8,0.38,,,1.03,3.24,0.55,0.06,0.48,0.04,0.18,0.03,0.08,,0.08,,,,,0.07,,1370-145 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.015,0.378,0.223,1.32,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{923E841A-813C-4A1B-94C7-08EDF748706C}
530116,6417084,4745,Lorenz Lake,25,1.1,0.47,1.9,28.9,0.9,7.29,2,-0.1,0.4,,4.09,1,0.42,,,,,0.16,,,,1.5,-0.1,20,164,,2.6,,3,2.88,13.2,17.8,639,7.4,85.2,2.5,32,63,7.3,23.3,4.1,0.45,3.7,0.27,1.3,0.29,0.84,,1.12,,,,,0.5,,1370-145 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.535,2.15,7.92,,0.005,0.019,0.02,-0.01,0.108,0.038,,,,,,,,,0.048,1.33,0.802,5.11,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{EF1FBDD7-F68B-41FA-AE3F-40910FD38DDF}
530116,6417084,4746,Lorenz Lake,,0.11,0.04,-0.1,1.2,0.13,1.25,0.9,0.01,0.02,,0.09,-0.1,0.1,0.24,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.2,-0.01,,,,0.12,-0.01,,-0.01,0.01,0.18,6.14,0.7,5.51,0.44,,,0.53,1.64,0.33,0.03,0.3,0.03,0.14,0.02,0.07,,0.07,,,,,0.06,,1370-146 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,,,,,,,,,,,,,,,,,,,0.013,0.299,0.19,0.752,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,69-3,,,,,,,,,,,,,{355D118A-02AE-447A-9EFC-1B0455F4F360}
530116,6417084,4747,Lorenz Lake,18,0.6,0.17,1.4,23.2,0.2,3.2,3,-0.1,-0.1,,2.25,1.4,0.19,,,,,0.09,,,,4,-0.1,10,84,,2.7,,2,0.66,6.1,3.6,100,5.4,25.1,1.32,19,38,4.5,14.5,2.8,0.23,2.5,0.2,0.92,0.18,0.53,,0.6,,,,,0.3,,1370-146 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2013,Bosman,530116,6417084,,0.191,1.26,1.23,,0.002,0.027,0.01,-0.01,0.297,0.024,,,,,,,,,0.025,0.616,0.404,2.16,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,69-3,,,,,,,,,,,,,{0068A9CB-A38E-4AB7-BD92-DE467724E337}
288031,6392510,4748,Uhrich Lake,,0.08,0.02,-0.1,0.1,0.13,1.06,0.8,-0.01,-0.01,,0.05,-0.1,0.02,0.52,-0.1,-0.01,-0.01,-0.01,,,-0.01,0.04,-0.01,,,,0.1,-0.01,,-0.01,-0.01,0.11,4.01,0.83,1.07,0.11,,,0.86,2.66,0.47,0.07,0.44,0.04,0.19,0.03,0.09,,0.07,,,,,0.02,,1470-007 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2014,Bosman,288031,6392510,,,,,,,,,,,,,,,,,,,,0.016,0.268,0.23,0.544,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,CSP-06-001,,,,,,,,,,,,,{9E4A55A3-8757-416F-87AF-4E512982B6E6}
288031,6392510,4749,Uhrich Lake,2,0.2,0.06,0.3,0.6,0.4,3.16,3,-0.1,-0.1,,0.17,0.1,0.08,,,,,-0.02,,,,0.3,-0.1,10,87,,0.4,,2,0.07,0.6,1.6,54,4.1,2.79,0.56,11,25,2.5,8.2,1.5,0.23,1.5,0.13,0.7,0.14,0.4,,0.38,,,,,-0.1,,1470-007 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2014,Bosman,288031,6392510,,0.03,0.26,0.06,,-0.001,0.005,-0.01,-0.01,0.008,0.02,,,,,,,,,0.045,0.745,0.684,1.68,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,CSP-06-001,,,,,,,,,,,,,{CAEF3A48-B31B-493B-B40B-53733BC09189}
288031,6392510,4750,Uhrich Lake,,0.11,0.02,-0.1,0.2,0.14,0.782,0.8,-0.01,-0.01,,0.07,-0.1,0.1,0.32,-0.1,0.02,-0.01,-0.01,,,-0.01,0.02,-0.01,,,,0.13,-0.01,,-0.01,-0.01,0.2,6.58,0.69,0.76,0.1,,,0.6,1.92,0.35,0.06,0.32,0.03,0.15,0.03,0.08,,0.07,,,,,0.01,,1470-008 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2014,Bosman,288031,6392510,,,,,,,,,,,,,,,,,,,,0.012,0.2,0.171,0.398,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Partial,Partial Digestion (HNO3:HCl),ICP-MS,,,,,,,CSP-06-001,,,,,,,,,,,,,{643B9F18-900E-434E-99C2-4C46DA6A3AA8}
288031,6392510,4751,Uhrich Lake,4,0.6,0.06,0.4,0.9,0.6,3.52,3,-0.1,-0.1,,0.22,0.2,0.2,,,,,-0.02,,,,0.3,-0.1,13,96,,1.1,,4,0.11,1,2.3,78,4,3,0.59,12,25,2.8,9.2,1.7,0.26,1.6,0.14,0.7,0.14,0.42,,0.46,,,,,0.1,,1470-008 ,yes,Sandstone,core,,Athabasca Basin,,2014,Bosman,2014,Bosman,288031,6392510,,0.044,0.73,0.04,,-0.001,0.005,-0.01,-0.01,0.007,0.022,,,,,,,,,0.053,0.825,0.755,1.88,,,,,,,,,,,,,,,,,,,Saskatchewan Research Council Geoanalytical Laboratories,G-2014-453,WR/TR1,Total,Total Digestion (HF:HNO3:HClO4),"ICP-OES; ICP-MS",,,,,,,CSP-06-001,,,,,,,,,,,,,{98A6EBAF-DBBA-4848-BA79-E103F423A197}
