X,Y,OBJECTID,SMDI,NAME,HISTORICNAMES,PRIMARYCOMMODITIES,ASSOCIATEDCOMMODITIES,GROUPING,DISCOVERYTYPE,STATUS,PRODUCTION,RESERVESRESOURCES,UTM13E,UTM13N,WEBLINK,SYMBOLOGY_STATUS,SYMBOLOGY_GROUPING,GLOBALID
574719,5470695,5570,5579,CPG CWWE Tatagwa 11-16-5-15,CPG CWWE Tatagwa 11-16-5-15,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,574719,5470695,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5579,Occurrence: Primary Exploration,Helium,{2071243B-3B48-4FA3-A15F-2B1D90C56CF3}
163924,5477371,5571,5580,Inverness Notukeu 11-6-5-27,Inverness Notukeu 11-6-5-27,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,163924,5477371,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5580,Occurrence: Primary Exploration,Helium,{6D119D17-005D-44EF-8921-3C2D138449D6}
264234,5521957,5572,5581,CPEC Instow 6-8-10-17,CPEC Instow 6-8-10-17,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,264234,5521957,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5581,Occurrence: Primary Exploration,Helium,{D2F95AFF-1B61-49A5-80DB-96F878E94020}
240151,5448478,5573,5582,Canterra et al Climax 5-24-2-20,Canterra et al Climax 5-24-2-20,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,240151,5448478,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5582,Occurrence: Primary Exploration,Helium,{3B173E9B-B4FC-4207-951A-086647BC6A92}
167846,5481587,5574,5583,Inverness Cypress Lake 7-21-5-27,Inverness Cypress Lake 7-21-5-27,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,167846,5481587,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5583,Occurrence: Primary Exploration,Helium,{A7862556-43F4-49E3-B43E-426D01381D4A}
570555,5477109,5575,5584,Shell Tatagwa 9-1-6-16,Shell Tatagwa 9-1-6-16,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,570555,5477109,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5584,Occurrence: Primary Exploration,Helium,{A8B18C4B-80DC-4BB2-B007-4DA5744F83FE}
572160,5478742,5576,5585,Canera Tatagwa CT 9-7-6-15,Canera Tatagwa CT 9-7-6-15,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,572160,5478742,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5585,Occurrence: Primary Exploration,Helium,{47D78C54-1064-465E-9E01-F65D5C87D6DF}
162004,5439797,5577,5586,Fortitude Senate 6A-12-1-28,Fortitude Senate 6A-12-1-28,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,162004,5439797,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5586,Occurrence: Primary Exploration,Helium,{76377FC0-E56A-424F-8FDF-9867224DACF2}
513397,5463774,5578,5587,Longview et al Hardy S 10-30-4-21,Longview et al Hardy S 10-30-4-21,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,513397,5463774,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5587,Occurrence: Primary Exploration,Helium,{943E7132-1912-4C82-8EB1-F46ECAA450F3}
513718,5462495,5579,5588,Longview et al Hardy S HZ 4B16-19-3C5-20-4-21,Longview et al Hardy S HZ 4B16-19-3C5-20-4-21,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,513718,5462495,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5588,Occurrence: Primary Exploration,Helium,{147D2344-8642-442C-B010-7ACC6E6DA894}
242362,5532465,5580,5589,Husky Bone Creek DD 4D3-7-4B6-7-11-19,Husky Bone Creek DD 4D3-7-4B6-7-11-19,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,242362,5532465,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5589,Occurrence: Primary Exploration,Helium,{DE84002C-AF85-45D7-BE28-5ABB808D442D}
177500,5479403,5581,5590,CPEC Vidora 7-16-5-26,CPEC Vidora 7-16-5-26,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,177500,5479403,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5590,Occurrence: Primary Exploration,Helium,{079076BA-FC23-4D19-B14E-EEC46C920418}
174955,5638631,5582,5591,CPEC Liebenthal 7-25-21-27,CPEC Liebenthal 7-25-21-27,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,174955,5638631,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5591,Occurrence: Primary Exploration,Helium,{A1616DDE-0E7A-429A-855D-198F34ECF1A6}
162661,5453080,5583,5592,SPC Senate 11-24-2-28,SPC Senate 11-24-2-28,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,162661,5453080,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5592,Occurrence: Primary Exploration,Helium,{1659B063-C6CF-48DF-935E-9503A11AEBC9}
518625,5448366,5584,5593,CPG Minton 1-10T-3-21,CPG Minton 1-10T-3-21,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,518625,5448366,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5593,Occurrence: Primary Exploration,Helium,{84DE127C-D9A0-4F02-81A9-30766717DCEE}
519907,5447978,5585,5594,CPG Minton 15-2-3-21,CPG Minton 15-2-3-21,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,519907,5447978,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5594,Occurrence: Primary Exploration,Helium,{67A8D5A6-86EB-4356-996B-F6F4B0851003}
266595,5583092,5586,5595,CPEC M.U.S. Cantuar Unit 2-21-16-17,CPEC M.U.S. Cantuar Unit 2-21-16-17,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,266595,5583092,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5595,Occurrence: Primary Exploration,Helium,{3DC0515D-0CE5-4967-8F21-DB5AB95CE2FC}
579585,5477906,5587,5596,CNRL et al Lougheed 2HZ 2A3-12-3A11-1-6-15,CNRL et al Lougheed 2HZ 2A3-12-3A11-1-6-15,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,579585,5477906,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5596,Occurrence: Primary Exploration,Helium,{E5AE19CE-CF65-4921-B105-E9BA5EFF1B53}
155444,5464896,5588,5597,Canhunter et al Govenlock 10-29-3-28,Canhunter et al Govenlock 10-29-3-28,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,155444,5464896,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5597,Occurrence: Primary Exploration,Helium,{B6DE93A6-6F0B-4E29-86B1-48E069F50E99}
513771,5450023,5589,5598,CPG et al Minton 1-18-3-21,CPG et al Minton 1-18-3-21,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,513771,5450023,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5598,Occurrence: Primary Exploration,Helium,{E07549E1-5F1C-4FFB-B1D4-EA018CFC7FCC}
189732,5469199,5590,5599,PAI Rangeview 11-14-4-25,PAI Rangeview 11-14-4-25,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,189732,5469199,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5599,Occurrence: Primary Exploration,Helium,{B57507D8-831E-4BDF-839A-F1A0645A201A}
169337,5449025,5591,5600,SPC Hudson Bay Supreme 7-10-2-27,SPC Hudson Bay Supreme 7-10-2-27,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,169337,5449025,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5600,Occurrence: Primary Exploration,Helium,{725AF1E3-C493-4060-9321-89C8D7AD8230}
176158,5549344,5592,5601,DEML Hatton 6-20-12-26,DEML Hatton 6-20-12-26,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,176158,5549344,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5601,Occurrence: Primary Exploration,Helium,{1B1F0D55-1470-42E0-944A-A7BB27BFA441}
174932,5439662,5593,5602,CPEC Arena S 14-8-1-26,CPEC Arena S 14-8-1-26,Helium,,Helium,Drillhole,Occurrence: Primary Exploration,No,No,174932,5439662,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5602,Occurrence: Primary Exploration,Helium,{AEE77986-1A4A-4810-9CA3-9E980FA216D6}
561523,6448439,5594,5603,"Drill holes SHA-044, -045, -046","Drill holes SHA-044, -045, -046",Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,561523,6448439,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5603,Occurrence: Primary Exploration,Uranium,{D58F1C8E-AD51-41CA-AFBC-1428AAFA5262}
562128,6449342,5595,5604,Drill hole SHA-047,Drill hole SHA-047,Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,562128,6449342,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5604,Occurrence: Primary Exploration,Uranium,{7D98C20D-B6C2-4925-9EEE-03E58D2F8661}
566407,6484627,5596,5605,"Drill holes HL-10-01, -02B, & TL-15-01, -02, -09","Drill holes HL-10-01, -02B, & TL-15-01, -02, -09",Copper,"Arsenic, Cobalt, Nickel, Uranium",Base Metal (Other),Drillhole,Prospect: Primary Exploration,No,No,566407,6484627,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5605,Prospect: Primary Exploration,Base Metals,{7BE8E174-0593-4B6B-94AA-7561792FEB58}
570694,6481078,5597,5606,Drill hole LS-68,Drill hole LS-68,Uranium,,Uranium,Drillhole,Anomaly: Bedrock/Felsenmeer Geochemical,No,No,570694,6481078,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5606,Anomaly,Uranium,{63B1B901-D9F9-4776-9750-3D2BF9998DC3}
571103,6481524,5598,5607,Drill holes LS-69 & LS-70,Drill holes LS-69 & LS-70,Uranium,"Lead, Nickel, Vanadium, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,571103,6481524,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5607,Occurrence: Primary Exploration,Uranium,{1BB92FA6-0E14-4D17-AA9A-3E8659053060}
570630,6481736,5599,5608,"Drill holes LS-71, LS-73, LS-76, LS-87","Drill holes LS-71, LS-73, LS-76, LS-87",Uranium,"Arsenic, Cobalt, Copper, Nickel, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,570630,6481736,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5608,Occurrence: Primary Exploration,Uranium,{24D4D64F-A328-4BCF-A65E-7F52E7E75F9F}
566307,6475389,5600,5609,Drill holes ML-25 & ML-27,Drill holes ML-25 & ML-27,Uranium,"Arsenic, Cobalt, Nickel, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,566307,6475389,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5609,Occurrence: Primary Exploration,Uranium,{A20B750F-56C5-4283-A665-A4D642811CFA}
566045,6475095,5601,5610,Drill hole ML-30A,Drill hole ML-30A,Uranium,"Cobalt, Lead, Nickel, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,566045,6475095,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5610,Occurrence: Primary Exploration,Uranium,{A87C613F-57C6-4E17-AA91-2610C30095F8}
566819,6467775,5602,5611,Drill hole FS-31,Drill hole FS-31,Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,566819,6467775,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5611,Occurrence: Primary Exploration,Uranium,{419349B1-AA7F-47CB-99E1-DB0076F38AE7}
566183,6469883,5603,5612,Drill hole GN-20,Drill hole GN-20,Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,566183,6469883,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5612,Occurrence: Primary Exploration,Uranium,{D502E68C-91F3-42B5-A448-F49207F213EE}
567364,6470737,5604,5613,Drill holes GN-25 & GN-26,Drill holes GN-25 & GN-26,Nickel,"Arsenic, Cobalt, Uranium","Copper, Nickel, Cobalt and/or PGE",Drillhole,Occurrence: Primary Exploration,No,No,567364,6470737,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5613,Occurrence: Primary Exploration,Base Metals,{11C477AE-BB15-4A55-BB41-53CED0E666EA}
567795,6471027,5605,5614,Drill hole GN-34,Drill hole GN-34,Uranium,"Lead, Nickel, Thorium, Vanadium, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,567795,6471027,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5614,Occurrence: Primary Exploration,Uranium,{D6ED749A-F9BA-48C0-BA72-C08B1D2910EE}
572941,6485915,5606,5615,Drill hole TL-10-13 & TL-15-15,Drill hole TL-10-13 & TL-15-15,Cobalt,"Arsenic, Copper, Nickel, Uranium, Zinc","Copper, Nickel, Cobalt and/or PGE",Drillhole,Occurrence: Primary Exploration,No,No,572941,6485915,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5615,Occurrence: Primary Exploration,Base Metals,{70289841-9AA9-41C0-834E-C64152590746}
576809,6485189,5607,5616,Drill hole RW-29 & RW-41,Drill hole RW-29 & RW-41,Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,576809,6485189,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5616,Occurrence: Primary Exploration,Uranium,{27623D8F-3DB1-45A3-A513-579D2D67F6F1}
561519,6504183,5608,5617,"Drill holes RL-11-01, -02A, -03","Drill holes RL-11-01, -02A, -03",Uranium,"Arsenic, Cobalt, Copper, Lead, Nickel, Vanadium, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,561519,6504183,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5617,Occurrence: Primary Exploration,Uranium,{DA93EC79-5EDB-4700-B36D-170D1069963C}
561014,6504535,5609,5618,Drill holes RL-13-07 & SMDC (83)-74,Drill holes RL-13-07 & SMDC (83)-74,Cobalt,"Arsenic, Copper, Nickel, Uranium","Copper, Nickel, Cobalt and/or PGE",Drillhole,Occurrence: Primary Exploration,No,No,561014,6504535,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5618,Occurrence: Primary Exploration,Base Metals,{62E90265-4DED-4400-9F34-DC9DF0280022}
560772,6504779,5610,5619,Drill hole RL-13-08A,Drill hole RL-13-08A,Nickel,"Silver, Uranium","Copper, Nickel, Cobalt and/or PGE",Drillhole,Occurrence: Primary Exploration,No,No,560772,6504779,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5619,Occurrence: Primary Exploration,Base Metals,{29E765F8-5E58-4D33-B0F2-074300585751}
560260,6506361,5611,5620,"Drill holes RL-13-13 & -16; RL-14-19, -20 & -21A","Drill holes RL-13-13 & -16; RL-14-19, -20 & -21A",Uranium,"Arsenic, Cobalt, Copper, Gold, Nickel",Uranium,Drillhole,Prospect: Primary Exploration,No,No,560260,6506361,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5620,Prospect: Primary Exploration,Uranium,{DF260BCA-976D-4D5A-814B-D8373754DB63}
554043,6450259,5612,5621,Drill holes Q8S-104 & Q8S-105,Drill holes Q8S-104 & Q8S-105,Uranium,Thorium,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,554043,6450259,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5621,Occurrence: Primary Exploration,Uranium,{B30FF7A8-37A8-4AE9-B5EB-3E1EBBD93C8D}
539654,6434808,5613,5622,"Drill holes TBN-11-05A, TBN-11-06, TBN-11-14","Drill holes TBN-11-05A, TBN-11-06, TBN-11-14",Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,539654,6434808,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5622,Occurrence: Primary Exploration,Uranium,{4CB7697B-10CA-4724-A2B5-70825C1F8370}
538913,6443694,5614,5623,Drill hole WL-30,Drill hole WL-30,Uranium,,Uranium,Drillhole,Occurrence: Primary Exploration,No,No,538913,6443694,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5623,Occurrence: Primary Exploration,Uranium,{134EF209-8B66-4510-BB4D-474E529065C5}
494851,6470948,5615,5624,Drill hole OR11-03,Drill hole OR11-03,Gold,Uranium,Gold,Drillhole,Occurrence: Primary Exploration,No,No,494851,6470948,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5624,Occurrence: Primary Exploration,Precious Metals,{B639EDC7-D3D9-4A74-88C0-2DD19F09FADF}
554171,6484403,5616,5625,"Drill holes HL-95, HL-96, HL-97, HL-98","Drill holes HL-95, HL-96, HL-97, HL-98",Uranium,"Cobalt, Copper, Lead, Lithium, Nickel, Silver, Strontium, Vanadium, Zinc",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,554171,6484403,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5625,Occurrence: Primary Exploration,Uranium,{0DE8836F-3084-4EDE-8538-ACCE39D85B5C}
543481,6473320,5617,5626,"Drill holes WAT12-258, -273, -279, -287A","Drill holes WAT12-258, -273, -279, -287A",Uranium,"Arsenic, Cobalt, Copper, Nickel, Silver",Uranium,Drillhole,Occurrence: Primary Exploration,No,No,543481,6473320,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5626,Occurrence: Primary Exploration,Uranium,{87333D4E-0799-4441-9F49-5F9DD0087399}
216993,6448783,5618,5627,"Samples 8617, 8625, 8626, 45340","Samples 8617, 8625, 8626, 45340",Rare Earth Element (Unspecified),"Phosphorus, Strontium",Rare Earth Elements,Float Rock,Anomaly,No,No,216993,6448783,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5627,Anomaly,Rare Earth Elements,{C81DAD04-87B9-4775-963D-5B589BDECB9B}
216558,6448439,5619,5628,Sample 45150,Sample 45150,Rare Earth Element (Unspecified),,Rare Earth Elements,Float Rock,Anomaly,No,No,216558,6448439,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5628,Anomaly,Rare Earth Elements,{1B34D110-5764-4D49-B4AE-9FBD39C461D1}
304865,6599610,5620,5629,Sample 50956,Sample 50956,Uranium,,Uranium,Outcrop grab,Occurrence: Primary Exploration,No,No,304865,6599610,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5629,Occurrence: Primary Exploration,Uranium,{C6D3ACFD-3E2D-4173-B361-9006B5932A34}
303920,6599240,5621,5630,Samples 50964 & 50966,Samples 50964 & 50966,Gold,"Lead, Silver",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,303920,6599240,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5630,Occurrence: Primary Exploration,Precious Metals,{0F3B05CB-0064-4B2D-8FE2-5234978FA9D1}
307600,6599610,5622,5631,Samples 50985 & 50986,Samples 50985 & 50986,Gold,"Copper, Iron, Manganese, Nickel",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,307600,6599610,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5631,Occurrence: Primary Exploration,Precious Metals,{D0E25D0A-B3F9-4F64-AF9C-FD4BF4C84E70}
307015,6599190,5623,5632,Samples 50987 & 50989,Samples 50987 & 50989,Gold,"Chromium, Cobalt, Copper, Iron, Nickel",Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,307015,6599190,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5632,Occurrence: Primary Exploration,Precious Metals,{764ACE43-9B3B-47B5-97DF-617CBDE6FA56}
316608,6609938,5624,5633,Sample 24072,Sample 24072,Rare Earth Element (Unspecified),"Cobalt, Copper, Molybdenum, Nickel, Silver",Rare Earth Elements,Outcrop grab,Occurrence: Primary Exploration,No,No,316608,6609938,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5633,Occurrence: Primary Exploration,Rare Earth Elements,{69428EBA-1110-45F2-A850-3EB87A771024}
294414,6610203,5625,5634,"Jean Lake samples 01, 03, 05, 14, 16","Jean Lake samples 01, 03, 05, 14, 16",Uranium,Rare Earth Element (Unspecified),Uranium,Outcrop grab,Occurrence: Primary Exploration,No,No,294414,6610203,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5634,Occurrence: Primary Exploration,Uranium,{82A85922-6AC5-4C1A-A885-155FA4D61B46}
419185,6593874,5626,5635,Samples AK038 to AK042,Samples AK038 to AK042,Uranium,"Lead, Molybdenum, Thorium, Zirconium",Uranium,Float Rock,Anomaly,No,No,419185,6593874,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5635,Anomaly,Uranium,{D9C95783-4243-44E7-A35C-414966A9FD92}
419347,6591043,5627,5636,Sample AM116 & AM117,Sample AM116 & AM117,Uranium,"Lead, Molybdenum, Thorium, Zirconium",Uranium,Float Rock,Anomaly,No,No,419347,6591043,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5636,Anomaly,Uranium,{20FA2953-C307-4801-BD42-173FD78C89F0}
418485,6590301,5628,5637,Sample AM122,Sample AM122,Uranium,"Lead, Molybdenum, Rare Earth Element (Unspecified), Thorium",Uranium,Float Rock,Anomaly,No,No,418485,6590301,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5637,Anomaly,Uranium,{3A844ED2-C9EF-4D1A-8823-9F582E7A486E}
416339,6591499,5629,5638,Sample ASP001,Sample ASP001,Uranium,Thorium,Uranium,Float Rock,Anomaly,No,No,416339,6591499,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5638,Anomaly,Uranium,{9B46C86D-EA83-4F51-A590-8633CC564BEC}
219513,6594379,5630,5639,Opie Uranium Zone,Opie Uranium Zone,Uranium,"Molybdenum, Nickel",Uranium,Drillhole,Prospect: Primary Exploration,No,No,219513,6594379,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5639,Prospect: Primary Exploration,Uranium,{1F3E5914-E577-42EA-8786-DC736D5E0999}
579951,6649952,5631,5640,Nirdac Creek North Showing,Nirdac Creek North Showing,Gold,,Gold,Outcrop grab,Occurrence: Primary Exploration,No,No,579951,6649952,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5640,Occurrence: Primary Exploration,Precious Metals,{E1858A5B-A024-4C6A-8639-7621FAFC01C4}
702977,6057888,5632,5641,Drill holes FF-2 & FF-4,Drill holes FF-2 & FF-4,Gold,Arsenic,Gold,Drillhole,Occurrence: Primary Exploration,No,No,702977,6057888,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5641,Occurrence: Primary Exploration,Precious Metals,{62A352E2-BB77-47E4-9E25-B0C157E9E230}
700954,6071638,5633,5642,Drill hole FFS048,Drill hole FFS048,Gold,"Copper, Silver, Zinc",Gold,Drillhole,Occurrence: Primary Exploration,No,No,700954,6071638,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5642,Occurrence: Primary Exploration,Precious Metals,{50B5227A-F085-428F-9F69-3D430635A61E}
701074,6070761,5634,5643,Drill hole FFS049,Drill hole FFS049,Gold,"Copper, Silver",Gold,Drillhole,Occurrence: Primary Exploration,No,No,701074,6070761,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5643,Occurrence: Primary Exploration,Precious Metals,{B60DBDC1-C7A1-4F4C-AA5F-0FEF0A5B2583}
701912,6069909,5635,5644,Drill holes FFS050 & FFS053,Drill holes FFS050 & FFS053,Gold,"Copper, Silver",Gold,Drillhole,Occurrence: Primary Exploration,No,No,701912,6069909,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5644,Occurrence: Primary Exploration,Precious Metals,{7FB3C5FB-9359-4CCA-82E9-D196372B2F8E}
702688,6071818,5636,5645,Drill hole FFS051,Drill hole FFS051,Gold,"Copper, Silver, Zinc",Gold,Drillhole,Occurrence: Primary Exploration,No,No,702688,6071818,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5645,Occurrence: Primary Exploration,Precious Metals,{FEE1D00D-01B2-4B94-A48D-58410A4579E1}
702315,6070093,5637,5646,Drill hole FFS052,Drill hole FFS052,Copper,"Gold, Silver",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,702315,6070093,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5646,Occurrence: Primary Exploration,Base Metals,{C225B840-5E43-4405-8467-A8C149D48411}
700313,6074970,5638,5647,Dan Zinc Zone (Callinan),Dan Zinc Zone (Callinan),Zinc,"Copper, Gold, Silver","Copper, Zinc and/or Lead",Drillhole,Prospect: Primary Exploration,No,No,700313,6074970,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5647,Prospect: Primary Exploration,Base Metals,{D52707D3-2A23-4ED8-A176-49DDDC8192E3}
693618,6052269,5639,5648,Drill hole NER 273,Drill hole NER 273,Copper,"Gold, Silver, Zinc",Base Metal (Other),Drillhole,Occurrence: Primary Exploration,No,No,693618,6052269,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5648,Occurrence: Primary Exploration,Base Metals,{807123AF-B90D-48A7-8276-B923BABED887}
504088,6128860,5640,5649,"Lee Lake - Samples 2537, 2538, 2539","Lee Lake - Samples 2537, 2538, 2539",Copper,Silver,Base Metal (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,504088,6128860,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5649,Occurrence: Primary Exploration,Base Metals,{7C3A1EF4-1A64-4784-B5B1-791D606FD08D}
576134,6197616,5641,5650,Ben Graphite Showing,Ben Graphite Showing,Graphite,,Graphite,Outcrop grab,Occurrence: Primary Exploration,No,No,576134,6197616,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5650,Occurrence: Primary Exploration,Industrial Materials,{507F8CFF-9391-4993-BB77-B8996EACE74A}
574668,6199118,5642,5651,Bear Bones Graphite Showing,Bear Bones Graphite Showing,Graphite,,Graphite,Outcrop grab,Occurrence: Primary Exploration,No,No,574668,6199118,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5651,Occurrence: Primary Exploration,Industrial Materials,{9EDFFEAF-72E1-49D6-B7C1-A6004CE02A34}
573979,6198811,5643,5652,Graphite Sample 24103,Graphite Sample 24103,Graphite,,Graphite,Outcrop grab,Occurrence: Primary Exploration,No,No,573979,6198811,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5652,Occurrence: Primary Exploration,Industrial Materials,{F1CA07B7-E0C3-45A9-BD13-EB42ABE2ED42}
587090,6236525,5644,5653,Outcrop sample 2524 (site 06),Outcrop sample 2524 (site 06),Nickel,"Chromium, Cobalt","Copper, Nickel, Cobalt and/or PGE",Outcrop grab,Occurrence: Primary Exploration,No,No,587090,6236525,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5653,Occurrence: Primary Exploration,Base Metals,{209B1AAC-E367-4BF8-B67F-72EFDA8A41AA}
455556,6256133,5645,5654,Samples 99779 & 99782,Samples 99779 & 99782,Thorium,"Phosphorus, Rare Earth Element (Unspecified)",Energy Material (Other),Outcrop grab,Occurrence: Primary Exploration,No,No,455556,6256133,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5654,Occurrence: Primary Exploration,Other,{838C424D-9421-4003-9D88-945A63EE75E8}
462714,6266648,5646,5655,Sample 99787,Sample 99787,Rare Earth Element (Unspecified),Thorium,Rare Earth Elements,Outcrop grab,Occurrence: Primary Exploration,No,No,462714,6266648,https://mineraldeposits.saskatchewan.ca/Home/Viewdetails/5655,Occurrence: Primary Exploration,Rare Earth Elements,{ED4D54C0-A701-4DB0-96ED-0B2F8D52B59C}
